抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/0233WX?breadcrumb=list,精忠新城高樓視野採光好精忠新村,台南市永康區中華路,大樓,18.6年,建坪 55.4,主 + 陽34.54,10樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0233WX?breadcrumb=list,有裝潢有景觀前後陽台有 789 人也在關注這間👀,有 789 人也在關注這間👀,"1,798萬","1,450",坡道平面車位
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/7693KW?breadcrumb=list,西門路。近立人國小美寓,台南市北區西門路三段,公寓,40.4年,建坪 23.44,主 + 陽19.43,4樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/7693KW?breadcrumb=list,有裝潢有景觀有陽台有 642 人也在關注這間👀,有 642 人也在關注這間👀,608萬,498,
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/8730KC?breadcrumb=list,新市✉︎次頂樓兩房平車邰欣地堡No50...,台南市新市區富安二街,華廈,6.9年,建坪 25.95,主 + 陽17.31,5樓/6樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/8730KC?breadcrumb=list,有裝潢有陽台廁所開窗有 376 人也在關注這間👀,有 376 人也在關注這間👀,"1,230萬","1,000",一樓平面車位
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/0506UB?breadcrumb=list,府都領航天下大三房車位領航天下,台南市安平區慶平路,大樓,30.7年,建坪 79.67,主 + 陽52.1,7樓/12樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/0506UB?breadcrumb=list,有裝潢有景觀有陽台有 566 人也在關注這間👀,有 566 人也在關注這間👀,"2,280萬","1,880",升降平面車位
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/0063FM?breadcrumb=list,臺邦建設｜諧作悅兩房平車,台南市麻豆區新生南路,大樓,0.7年,建坪 46.12,主 + 陽25.25,7樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/0063FM?breadcrumb=list,有陽台廁所開窗房間皆有窗有 161 人也在關注這間👀,有 161 人也在關注這間👀,"1,288萬","1,168",坡道平面車位
2025_10_15 23_06_25,1,https://www.sinyi.com.tw//buy/house/0140AG?breadcrumb=list,近文化中心美三房雙車位,台南市東區榮譽街,華廈,30.6年,建坪 32.12,主 + 陽20.08,5樓/7樓,3房1廳2衛,https://www.sinyi.com.tw/buy/house/0140AG?breadcrumb=list,有裝潢有景觀有陽台有 648 人也在關注這間👀,有 648 人也在關注這間👀,"1,098萬",998,兩個以上車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/4988BT?breadcrumb=list,和宜湖美麗明亮大２房車位,台南市中西區民權路四段,大樓,7.4年,建坪 46.41,主 + 陽24,9樓/20樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/4988BT?breadcrumb=list,有裝潢有陽台廁所開窗有 1050 人也在關注這間👀,有 1050 人也在關注這間👀,"1,638萬","1,428",坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/8707PR?breadcrumb=list,［大樓］東區昕世界店面,台南市東區德東街,店面,1.8年,建坪 27.03,主建物17.99,1樓/15樓,1廳1衛,https://www.sinyi.com.tw/buy/house/8707PR?breadcrumb=list,有裝潢警衛管理具垃圾處理有 163 人也在關注這間👀,有 163 人也在關注這間👀,"1,800萬","1,200",
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/8634NK?breadcrumb=list,崇學苑明亮三房平車崇學苑,台南市東區崇德三街,大樓,28.5年,建坪 48.6,主 + 陽28.15,6樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8634NK?breadcrumb=list,有裝潢有陽台廁所開窗有 1774 人也在關注這間👀,有 1774 人也在關注這間👀,"1,468萬","1,368",坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/3233FS?breadcrumb=list,近中華路．面公園三房車位東方公園,台南市永康區中華二路,大樓,28.7年,建坪 48.2,主 + 陽32.03,5樓/19樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3233FS?breadcrumb=list,有裝潢有景觀前後陽台有 310 人也在關注這間👀,有 310 人也在關注這間👀,"1,218萬","1,098",坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/1949NX?breadcrumb=list,輕豪奢大三房附雙平車新悅城-香榭區,台南市安平區健康路三段,大樓,8.9年,建坪 71.72,主 + 陽33.99,26樓/27樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/1949NX?breadcrumb=list,有景觀前後陽台有陽台有 452 人也在關注這間👀,有 452 人也在關注這間👀,"1,998萬","1,898",兩個以上車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/7808AU?breadcrumb=list,桂花鄉高樓溫馨宅桂花鄉,台南市北區開元路,大樓,24.9年,建坪 31.44,主 + 陽24.35,12樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7808AU?breadcrumb=list,有裝潢有陽台房間皆有窗有 393 人也在關注這間👀,有 393 人也在關注這間👀,"1,088萬",980,
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/4433CC?breadcrumb=list,三房車位｜日光暖宅世紀之門,台南市北區北園街,大樓,17.8年,建坪 40.55,主建物20.55,13樓/19樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/4433CC?breadcrumb=list,有裝潢有景觀有陽台有 760 人也在關注這間👀,有 760 人也在關注這間👀,"1,289萬","1,098",坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/8011AR?breadcrumb=list,市政大道裝潢兩房車位,台南市安平區建平七街,大樓,1.9年,建坪 27.79,主 + 陽13.78,13樓/22樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/8011AR?breadcrumb=list,有裝潢有景觀有陽台有 149 人也在關注這間👀,有 149 人也在關注這間👀,"1,068萬",968,坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/7847KZ?breadcrumb=list,桂田磐古·兩房平車首選,台南市善化區民權路,大樓,2.1年,建坪 47.06,主 + 陽23.37,18樓/26樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/7847KZ?breadcrumb=list,有景觀前後陽台有陽台有 170 人也在關注這間👀,有 170 人也在關注這間👀,"1,880萬","1,588",坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/4136GN?breadcrumb=list,天慕Ⅰ有平車兩房天慕,台南市安南區永續三街,大樓,5.8年,建坪 36.1,主 + 陽17.64,2樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/4136GN?breadcrumb=list,有裝潢有陽台警衛管理有 385 人也在關注這間👀,有 385 人也在關注這間👀,"1,080萬",998,坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/6826VQ?breadcrumb=list,俯瞰安平∥博悅⚜海景豪邸博悅,台南市安平區永華路二段,大樓,7.7年,建坪 159.76,主 + 陽83.92,22樓/23樓,4房2廳3衛2室,https://www.sinyi.com.tw/buy/house/6826VQ?breadcrumb=list,有裝潢有景觀前後陽台有 58 人也在關注這間👀,有 58 人也在關注這間👀,"6,888萬","6,180",兩個以上車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/1225NQ?breadcrumb=list,和宜勝利高樓明亮兩房平車和宜勝利,台南市永康區勝利街,大樓,3.4年,建坪 39.61,主 + 陽17.69,11樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1225NQ?breadcrumb=list,有裝潢有景觀有陽台有 692 人也在關注這間👀,有 692 人也在關注這間👀,"1,598萬","1,398",坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/6387PZ?breadcrumb=list,南科新市採光佳三房車位,台南市新市區光明街,華廈,3.8年,建坪 34,主 + 陽22.66,5樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6387PZ?breadcrumb=list,有裝潢有景觀前後陽台有 126 人也在關注這間👀,有 126 人也在關注這間👀,"1,388萬","1,288",其他
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/7410UJ?breadcrumb=list,超俗！小資三房不用六百萬綠意華廈,台南市永康區國華街,大樓,31.0年,建坪 34.77,主 + 陽27.12,4樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7410UJ?breadcrumb=list,前後陽台有陽台房間皆有窗有 2717 人也在關注這間👀,有 2717 人也在關注這間👀,738萬,598,
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/7769LP?breadcrumb=list,太子建設｜面公園三房平車太子文化-大樓,台南市東區崇善五街,大樓,18.9年,建坪 41.11,主 + 陽26.3,9樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7769LP?breadcrumb=list,有裝潢有景觀前後陽台有 2937 人也在關注這間👀,有 2937 人也在關注這間👀,"1,680萬","1,498",坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/5111JT?breadcrumb=list,鹽行主加陽約３１坪有平車龍的天下,台南市永康區新行街,大樓,32.2年,建坪 49.84,主 + 陽31.43,16樓/16樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/5111JT?breadcrumb=list,有裝潢有景觀前後陽台有 106 人也在關注這間👀,有 106 人也在關注這間👀,988萬,850,坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/8363VX?breadcrumb=list,大林文昌美宅平面車位大林國宅,台南市南區大同路二段,大樓,26.0年,建坪 41.76,主 + 陽27.06,10樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8363VX?breadcrumb=list,有裝潢前後陽台有陽台有 306 人也在關注這間👀,有 306 人也在關注這間👀,958萬,898,坡道平面車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/6109AY?breadcrumb=list,✨東區｜大兩房有車位美居,台南市東區中華東路三段,華廈,32.8年,建坪 36.49,主 + 陽25.38,5樓/7樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/6109AY?breadcrumb=list,有裝潢前後陽台有陽台有 26 人也在關注這間👀,有 26 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/7703TU?breadcrumb=list,成大採光溫馨三房車位南台比佛利,台南市北區開元路,大樓,26.6年,建坪 37.23,主 + 陽27.26,14樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7703TU?breadcrumb=list,有裝潢有陽台廁所開窗有 63 人也在關注這間👀,有 63 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_06_31,2,https://www.sinyi.com.tw//buy/house/5650XP?breadcrumb=list,正東區南紡美妝三房,台南市東區中華東路二段,公寓,45.9年,建坪 24.32,主建物20.54,3樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/5650XP?breadcrumb=list,有裝潢廁所開窗近公園有 389 人也在關注這間👀,有 389 人也在關注這間👀,698萬,598,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/59982D?breadcrumb=list,御鼎雙璽｜高樓景觀雙車宅御鼎雙璽,台南市北區西門路三段,大樓,16.1年,建坪 80.52,主 + 陽45.65,11樓/19樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/59982D?breadcrumb=list,有裝潢前後陽台有陽台有 1088 人也在關注這間👀,有 1088 人也在關注這間👀,"3,300萬","2,999",兩個以上車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/0247ZW?breadcrumb=list,佳順寓安全新三房平車,台南市安南區台江大道一段,大樓,0.7年,建坪 44.46,主 + 陽25,3樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0247ZW?breadcrumb=list,有景觀前後陽台有陽台有 425 人也在關注這間👀,有 425 人也在關注這間👀,"1,328萬","1,198",坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/6212BP?breadcrumb=list,峰時代・首購最愛兩房宅,台南市仁德區文華路三段,大樓,7.0年,建坪 34.62,主 + 陽15.79,7樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/6212BP?breadcrumb=list,有裝潢有景觀有陽台有 430 人也在關注這間👀,有 430 人也在關注這間👀,998萬,950,坡道機械車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/1285UF?breadcrumb=list,✦東區核心✦精美雙套房國家新境,台南市東區林森路一段,大樓,34.8年,建坪 22.76,主 + 陽17.63,18樓/22樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/1285UF?breadcrumb=list,有景觀有陽台廁所開窗有 748 人也在關注這間👀,有 748 人也在關注這間👀,758萬,598,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/7173RJ?breadcrumb=list,東區舒適電梯三房,台南市東區崇德十九街,華廈,34.3年,建坪 52.78,主 + 陽38.17,3樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7173RJ?breadcrumb=list,有裝潢有陽台廁所開窗有 582 人也在關注這間👀,有 582 人也在關注這間👀,998萬,888,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/1214LM?breadcrumb=list,長榮新城｜雙陽台風雅美居長榮新城B區,台南市北區長榮路五段,大樓,22.1年,建坪 51.19,主 + 陽33.19,13樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1214LM?breadcrumb=list,有裝潢前後陽台有陽台有 746 人也在關注這間👀,有 746 人也在關注這間👀,"1,488萬","1,358",坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/5178ZU?breadcrumb=list,近成大景觀３房含車位金碧輝煌,台南市永康區勝利街,大樓,31.1年,建坪 46.56,主 + 陽31.8,13樓/14樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/5178ZU?breadcrumb=list,有裝潢有景觀前後陽台有 536 人也在關注這間👀,有 536 人也在關注這間👀,"1,288萬","1,180",坡道機械車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/33903D?breadcrumb=list,✦近公園全聯機能好公寓,台南市南區新建路,公寓,42.9年,建坪 28.25,主 + 陽26.32,5樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/33903D?breadcrumb=list,有裝潢有景觀前後陽台有 496 人也在關注這間👀,有 496 人也在關注這間👀,568萬,538,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/0606DX?breadcrumb=list,德富裝潢兩房車位德富大樓B棟,台南市永康區永大路二段,大樓,30.5年,建坪 31.29,主 + 陽18.9,14樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/0606DX?breadcrumb=list,有裝潢有陽台警衛管理有 47 人也在關注這間👀,有 47 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/7827HR?breadcrumb=list,安南棒球場樂高２房２衛,台南市安南區館前一路,華廈,11.0年,建坪 33,主 + 陽19.2,3樓/7樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/7827HR?breadcrumb=list,有裝潢有景觀有陽台有 60 人也在關注這間👀,有 60 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/3786ZV?breadcrumb=list,永安一方小資兩房平車永安一方NO.1,台南市永康區永安一街,大樓,7.8年,建坪 35.43,主 + 陽17,3樓/12樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/3786ZV?breadcrumb=list,有裝潢有陽台廁所開窗有 600 人也在關注這間👀,有 600 人也在關注這間👀,"1,188萬","1,098",坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/6800AX?breadcrumb=list,北區高樓暖心三房雙車世紀之門,台南市北區北園街,大樓,17.8年,建坪 53.79,主 + 陽31.39,13樓/19樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/6800AX?breadcrumb=list,有裝潢前後陽台有陽台有 1499 人也在關注這間👀,有 1499 人也在關注這間👀,"1,498萬","1,388",兩個以上車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/3178FT?breadcrumb=list,怡平路大面寬店住,台南市安平區怡平路,店面/華廈,32.1年,建坪 31.99,主建物21.87,1樓/6樓,1房1廳2衛,https://www.sinyi.com.tw/buy/house/3178FT?breadcrumb=list,有陽台廁所開窗房間皆有窗有 108 人也在關注這間👀,有 108 人也在關注這間👀,"1,089萬",998,坡道機械車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/7747AJ?breadcrumb=list,帝心明亮三房平車世界帝心,台南市東區崇善路,大樓,15.5年,建坪 37.64,主 + 陽21.13,6樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7747AJ?breadcrumb=list,有裝潢前後陽台有陽台有 493 人也在關注這間👀,有 493 人也在關注這間👀,"1,658萬","1,468",坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/0461PK?breadcrumb=list,格里昂高樓層城市景觀宅格里昂,台南市安平區永華路二段,大樓,9.5年,建坪 135.83,主 + 陽82.76,20樓/23樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/0461PK?breadcrumb=list,有陽台廁所開窗房間皆有窗有 296 人也在關注這間👀,有 296 人也在關注這間👀,"4,288萬","3,988",兩個以上車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/06735H?breadcrumb=list,國泰三樓方正公寓國泰富強新城,台南市東區東成街,公寓,43.9年,建坪 33.79,主 + 陽31.78,3樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/06735H?breadcrumb=list,前後陽台有陽台房間皆有窗有 226 人也在關注這間👀,有 226 人也在關注這間👀,加入最愛,468,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/6991DJ?breadcrumb=list,霸景北區次頂樓兩房平車世紀之門,台南市北區北園街,大樓,17.8年,建坪 33.53,主 + 陽18.46,18樓/19樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/6991DJ?breadcrumb=list,有景觀有陽台警衛管理有 1882 人也在關注這間👀,有 1882 人也在關注這間👀,"1,010萬",938,坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/5667PQ?breadcrumb=list,中華商圈大空間３房平車蓮莊大樓,台南市永康區中華路,華廈,32.6年,建坪 45.92,主 + 陽28.72,3樓/10樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5667PQ?breadcrumb=list,有陽台房間皆有窗警衛管理有 431 人也在關注這間👀,有 431 人也在關注這間👀,938萬,858,坡道平面車位
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/9534TB?breadcrumb=list,崇德路面公園溫馨套房,台南市東區崇德路,套房,33.2年,建坪 9.27,主建物6.4,6樓/12樓,1房1衛,https://www.sinyi.com.tw/buy/house/9534TB?breadcrumb=list,有景觀房間皆有窗警衛管理有 917 人也在關注這間👀,有 917 人也在關注這間👀,288萬,268,
2025_10_15 23_06_35,3,https://www.sinyi.com.tw//buy/house/0555GX?breadcrumb=list,北區高樓三房附車位世紀之門,台南市北區北園街,大樓,17.8年,建坪 42.55,主建物23.64,13樓/19樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0555GX?breadcrumb=list,有裝潢有陽台房間皆有窗有 589 人也在關注這間👀,有 589 人也在關注這間👀,"1,188萬","1,098",坡道機械車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/8386SX?breadcrumb=list,成大東平．學府光曜三房宅成大學府,台南市東區東平路,華廈,28.6年,建坪 33.96,主 + 陽25.53,4樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8386SX?breadcrumb=list,有裝潢前後陽台有陽台有 2675 人也在關注這間👀,有 2675 人也在關注這間👀,"1,288萬","1,188",
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/0783BN?breadcrumb=list,小資成家好輕鬆德富大樓B棟,台南市永康區永大路二段,大樓/套房,30.5年,建坪 20.74,主 + 陽14.47,14樓/14樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/0783BN?breadcrumb=list,有裝潢警衛管理具垃圾處理有 1486 人也在關注這間👀,有 1486 人也在關注這間👀,568萬,498,
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/9505GF?breadcrumb=list,觀雲朝南景觀四房平車觀雲乙區,台南市永康區中華二路,大樓,33.1年,建坪 54.42,主 + 陽38.06,8樓/20樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/9505GF?breadcrumb=list,有裝潢前後陽台有陽台有 175 人也在關注這間👀,有 175 人也在關注這間👀,"1,380萬","1,280",坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/6107PZ?breadcrumb=list,近五期大套房附平車,台南市南區健康路二段,華廈,32.7年,建坪 16.95,主 + 陽10.33,6樓/7樓,1房1衛,https://www.sinyi.com.tw/buy/house/6107PZ?breadcrumb=list,有裝潢具垃圾處理近公園有 1309 人也在關注這間👀,有 1309 人也在關注這間👀,418萬,360,坡道平面車位
2025_10_15 23_06_43,4,https://www.sinyi.com.tw//buy/house/4780ZK?breadcrumb=list,站前磅礡大器三房雙車宅,台南市善化區民權路,大樓,2.1年,建坪 91.68,主 + 陽44.84,25樓/26樓,3房2廳3衛,https://www.sinyi.com.tw/buy/house/4780ZK?breadcrumb=list,毛胚屋有景觀前後陽台有 417 人也在關注這間👀,有 417 人也在關注這間👀,"3,888萬","2,888",兩個以上車位
