鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,格局-房,格局-廳,格局-衛,格局-隔間,管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號十四樓,11.32,1140206,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,13400000,140895,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPTPMLSKMHKGFDE98DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號四樓,20.4,1140118,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,22550000,133478,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPUSMLMJMHKGFDE68DA,89.13,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號十四樓,20.4,1140108,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,172.82,4,2,2,有,有,23750000,141349,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPSUMLMJMHKGFDE68DA,89.13,0,9.3,有
三民區,房地(土地+建物),高雄市三民區水源東路３１號九樓,9.6,1140105,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,72.11,2,1,1,有,有,10500000,145611,,0,0,預售屋、或土地及建物分件登記案件；,RPWWMLTJMHKGFDE37DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號四樓,11.32,1140109,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,12950000,135567,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPOONLMJMHKGFDE77DA,50.18,0,4.38,有
三民區,房地(土地+建物),高雄市三民區水源東路４３號十樓,9.6,1140111,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,72.11,2,1,1,有,有,10500000,145611,,0,0,預售屋、或土地及建物分件登記案件；,RPXNMLOJMHKGFDE68DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號六樓,22.12,1140108,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,24600000,134767,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPUUMLMJMHKGFDE88DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號五樓,22.12,1140108,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,24450000,133858,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPOUOLSJMHKGFDE09DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３號,19.21,1140118,土地1建物1車位1,一層，二層,十五層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土,1140311,143.96,0,0,0,無,有,28900000,214806,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPPNMLSKMHKGFDE38DA,87.39,0,5.56,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號九樓,22.12,1131225,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25150000,138098,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPTVMLMJMHKGFDE88DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號十四樓,22.12,1131229,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25500000,140218,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQNNLMJMHKGFDE87DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號十二樓,14.77,1131211,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,130.87,3,2,2,有,有,16200000,126685,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPUTNLMJMHKGFDE88DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號五樓,16.09,1131210,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,18050000,133527,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPORMLQJMHKGFDE38DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號十一樓,21.66,1131222,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,24550000,136986,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPWNMLQJNHKGFDE88DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號九樓,21.66,1131214,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,24400000,136061,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPPOMLNJMHKGFDE87DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３３號十二樓,15.56,1131226,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,136.53,3,2,2,有,有,18500000,142033,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPPTMLQJMHKGFDE68DA,70.32,0,4.64,有
三民區,房地(土地+建物),高雄市三民區水源東路３１號十樓,9.6,1131207,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,72.11,2,1,1,有,有,10450000,144917,,0,0,預售屋、或土地及建物分件登記案件；,RPTSMLQJMHKGFDE98DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３１號,9.6,1131209,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,76.89,2,1,1,有,有,10500000,148034,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPWQMLSKMHKGFDE76DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４１號八樓,15.56,1131210,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,136.53,3,2,2,有,有,18200000,139451,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPROMLQJNHKGFDE48DA,70.32,0,4.64,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號十四樓,16.09,1131210,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,19450000,143511,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRSMLQJMHKGFDE78DA,71.9,0,5.58,有
三民區,房地(土地+建物),高雄市三民區水源東路３１號七樓,9.6,1131227,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,72.11,2,1,1,有,有,10450000,144917,,0,0,預售屋、或土地及建物分件登記案件；,RPVWMLTJMHKGFDE27DA,42,0,4.48,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號七樓,21.66,1131215,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,23900000,132975,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPPOMLQKPHKGFDE58DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５５號五樓,18.41,1131119,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.83,3,2,2,有,有,19900000,128755,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPRNMLNJMHKGFDE97DA,80.36,0,8.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號十二樓,21.66,1131125,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,24600000,137295,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPPNMLOJMHKGFDE87DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號十三樓,16.42,1131117,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,142.97,3,2,2,有,有,18150000,131718,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPQNMLTKNHKGFDE68DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號四樓,15.43,1131115,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,16650000,123810,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPSQMLMJMHKGFDE28DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４９號九樓,16.16,1131105,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,141,3,2,2,有,有,18950000,140501,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPWUOLSJMHKGFDE27DA,73.27,0,4.65,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號十樓,22.12,1131122,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25200000,138401,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPWVMLMJMHKGFDE56DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１５號十一樓,18.48,1131103,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,158.59,3,2,2,有,有,22250000,145048,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPQSNLSJMHKGFDE98DA,83.48,0,5.75,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３９號四樓,10.99,1131117,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,11300000,122516,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPWVOLSJMHKGFDE37DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號九樓,16.42,1131102,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,142.97,3,2,2,有,有,17900000,129679,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPVSMLLJMHKGFDE68DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號四樓,16.42,1131118,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,145.73,3,2,2,有,有,17400000,124786,坡道平面,23.12,2100000,預售屋、或土地及建物分件登記案件；,RPQSMLLJMHKGFDE18DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號八樓,21.66,1131119,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,23950000,133284,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPVUOLSJMHKGFDE17DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號九樓,11.13,1131026,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,103.39,3,1,2,有,有,13950000,142117,坡道平面,20.36,2150000,預售屋、或土地及建物分件登記案件；,RPPOMLMJMHKGFDE77DA,49.01,0,4.62,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６３號九樓,11.32,1131005,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,2,有,有,13150000,137935,坡道機械,15.08,1500000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPOTNLMJMHKGFDE28DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號八樓,14.77,1131006,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,130.87,3,2,2,有,有,15900000,123971,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPQTNLMJMHKGFDE48DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２５號十五樓,9.8,1131029,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,11200000,135282,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPSVMLQJMHKGFDE56DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號二樓,14.04,1131022,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,125.31,3,2,2,有,有,15200000,125774,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPSPMLMJMHKGFDE18DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號四樓,16.36,1131021,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,145.65,3,2,2,有,有,19250000,139966,坡道平面,23.12,2100000,預售屋、或土地及建物分件登記案件；,RPPTMLLJMHKGFDE18DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號十一樓,14.77,1131028,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,130.87,3,2,2,有,有,16150000,126233,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPTTNLMJMHKGFDE78DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５３號十一樓,11.32,1131008,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,99.54,2,1,1,有,有,13050000,138527,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPXNMLNJMHKGFDE58DA,50.18,0,4.38,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號十五樓,13.58,1131009,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,15500000,130242,坡道平面,20.36,2300000,預售屋、或土地及建物分件登記案件；,RPQWMLQJMHKGFDE09DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５１號十樓,21.66,1131005,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,182.42,4,2,2,有,有,24450000,136369,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQOMLNJMHKGFDE97DA,94.16,0,10.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號八樓,16.36,1130918,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.38,3,2,2,有,有,19650000,142811,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPQNMLMJMHKGFDE77DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號十二樓,18.41,1130927,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,22300000,146235,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPOPMLSKMHKGFDE48DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號十三樓,15.43,1130916,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,17450000,130736,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQSMLMJMHKGFDE28DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號十五樓,22.12,1130915,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25500000,140218,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPTNNLMJMHKGFDE18DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５９號五樓,14.77,1130910,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,128.36,3,2,2,有,有,15700000,122602,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPWSNLMJMHKGFDE98DA,66.99,0,4.32,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５５號四樓,18.41,1130914,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.83,3,2,2,有,有,19900000,128755,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPQNMLNJMHKGFDE87DA,80.36,0,8.36,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４１號九樓,15.56,1130905,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,134.02,3,2,2,有,有,18300000,140730,坡道平面,17.84,1950000,預售屋、或土地及建物分件登記案件；,RPROMLOJMHKGFDE18DA,70.32,0,4.64,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號四樓,18.41,1130929,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,20850000,135686,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPUWNLSJMHKGFDE17DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號十二樓,15.43,1130908,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,17400000,130303,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPPSMLMJMHKGFDE18DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號六樓,18.41,1130907,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,21150000,137868,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPWOMLMJMHKGFDE48DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號八樓,18.41,1130929,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,21250000,138596,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPOPMLMJMHKGFDE77DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５７號三樓,20.33,1130929,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,175.36,4,2,2,有,有,22700000,134327,坡道平面,23.12,2250000,預售屋、或土地及建物分件登記案件；,RPTSMLMJMHKGFDE58DA,88.91,0,9.3,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１３號九樓,16.36,1130928,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.38,3,2,2,有,有,18950000,137098,坡道平面,17.84,2150000,預售屋、或土地及建物分件登記案件；,RPVOMLSKMHKGFDE09DA,74.27,0,4.79,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２１號二樓,10.99,1130921,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.21,2,1,1,有,有,11400000,122367,坡道機械,15.08,1350000,預售屋、或土地及建物分件登記案件；,RPTNMLLJMHKGFDE97DA,49.13,0,3.85,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號五樓,16.42,1130905,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,145.73,3,2,2,有,有,17400000,124786,坡道平面,23.12,2100000,預售屋、或土地及建物分件登記案件；,RPRSMLLJMHKGFDE28DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號七樓,16.42,1130930,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.46,3,2,2,有,有,17350000,125591,坡道平面,17.84,1950000,預售屋、或土地及建物分件登記案件；,RPTSMLLJMHKGFDE48DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路９號七樓,14.04,1130905,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,128.07,3,2,2,有,有,15150000,124345,坡道平面,23.12,2100000,預售屋、或土地及建物分件登記案件；,RPUPMLMJMHKGFDE38DA,63.64,0,4.12,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２１號十五樓,10.99,1130915,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.21,2,1,1,有,有,12700000,136369,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPXRMLLJMHKGFDE78DA,49.13,0,3.85,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路６５號十一樓,22.12,1130919,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,185.46,4,2,2,有,有,25100000,137795,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQWMLMJMHKGFDE68DA,96.13,0,10.42,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路７號,10.73,1130925,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,84.05,2,1,1,有,有,12750000,163114,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPWOMLSKMHKGFDE56DA,47.6,0,4.28,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３７號十一樓,9.8,1130907,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10550000,126445,坡道機械,15.08,1250000,預售屋、或土地及建物分件登記案件；,RPROMLNLMHKGFDE28DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路５號三樓,18.41,1130903,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,157.81,3,2,2,有,有,20750000,134958,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPUOMLMJMHKGFDE28DA,78.74,0,9.96,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２３號十二樓,10.99,1130921,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,97.11,2,1,2,有,有,12500000,134097,坡道機械,15.08,1500000,預售屋、或土地及建物分件登記案件；,RPQUMLQJMHKGFDE88DA,48.83,0,4.05,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路３７號四樓,9.8,1130904,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,88.63,2,1,1,有,有,10100000,120326,坡道機械,15.08,1250000,有讓渡情形預售屋、或土地及建物分件登記案件；,RPQOMLNLMHKGFDE18DA,43.05,0,4.37,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１５號七樓,18.48,1130916,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,158.59,3,2,2,有,有,22050000,143601,坡道平面,20.36,2200000,預售屋、或土地及建物分件登記案件；,RPTNMLPJOHKGFDE58DA,83.48,0,5.75,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１９號十五樓,16.42,1130915,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,148,3,2,2,有,有,18350000,132115,坡道平面,25.38,2150000,預售屋、或土地及建物分件登記案件；,RPOTMLLJMHKGFDE08DA,74.91,0,4.23,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號十二樓,13.58,1130927,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,119.2,3,2,2,有,有,15200000,128256,坡道平面,17.84,2200000,預售屋、或土地及建物分件登記案件；,RPXVMLQJMHKGFDE07DA,62.17,0,3.25,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１７號九樓,19.67,1130811,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,167.61,4,2,2,有,有,22850000,139219,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPQOMLLMLHKGFDE97DA,85.29,0,9.69,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號五樓,15.43,1130802,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,16700000,124242,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPUQMLMJMHKGFDE48DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路１１號十樓,15.43,1130801,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,135.86,3,2,2,有,有,17300000,129437,坡道平面,20.36,2350000,預售屋、或土地及建物分件登記案件；,RPWRMLMJMHKGFDE78DA,69.73,0,4.81,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路４１號十樓,15.56,1130814,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,134.02,3,2,2,有,有,18350000,141160,坡道平面,17.84,1950000,預售屋、或土地及建物分件登記案件；,RPSOMLOJMHKGFDE28DA,70.32,0,4.64,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２９號八樓,16.09,1130808,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,140.56,3,2,2,有,有,19050000,141847,坡道平面,20.36,2000000,預售屋、或土地及建物分件登記案件；,RPTRMLQJMHKGFDE88DA,71.9,0,5.58,有
三民區,房地(土地+建物)+車位,高雄市三民區水源東路２７號三樓,13.58,1130831,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140311,121.71,3,2,2,有,有,14350000,122348,坡道平面,20.36,1950000,預售屋、或土地及建物分件登記案件；,RPTVMLQJMHKGFDE66DA,62.17,0,3.25,有
