抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/0221GQ?breadcrumb=list,大空間華廈四房車位,桃園市桃園區大德一街,華廈,34.3年,建坪 46.42,主 + 陽37.78,3樓/6樓,4房2廳2衛1室(含加蓋1廳1室),https://www.sinyi.com.tw/buy/house/0221GQ?breadcrumb=list,有裝潢前後陽台有陽台有 120 人也在關注這間👀,有 120 人也在關注這間👀,"1,750萬","1,398",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/2572ZH?breadcrumb=list,青埔米蘭達優美裝潢大空間順儷米蘭達,桃園市中壢區洽溪路,大樓,8.1年,建坪 37.85,主 + 陽16.32,2樓/14樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/2572ZH?breadcrumb=list,有裝潢有景觀前後陽台有 271 人也在關注這間👀,有 271 人也在關注這間👀,"1,949萬","1,728",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/5848QN?breadcrumb=list,【極上。寓】兩房車位極上寓,桃園市蘆竹區忠孝東路,大樓,10.1年,建坪 39.84,主 + 陽18.59,3樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/5848QN?breadcrumb=list,有裝潢有景觀前後陽台有 284 人也在關注這間👀,有 284 人也在關注這間👀,"1,728萬","1,488",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/8377LQ?breadcrumb=list,南向亮眼三房車位墨爾本,桃園市八德區豐德路,大樓,11.2年,建坪 45.88,主 + 陽27.11,2樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8377LQ?breadcrumb=list,有裝潢有景觀前後陽台有 2078 人也在關注這間👀,有 2078 人也在關注這間👀,"1,888萬","1,398",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/9350UD?breadcrumb=list,冠德青璞匯球場景觀宅３１冠德青璞匯,桃園市中壢區高鐵南路二段,套房,6.6年,建坪 19.96,主 + 陽12.96,9樓/25樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/9350UD?breadcrumb=list,有裝潢有景觀有陽台有 991 人也在關注這間👀,有 991 人也在關注這間👀,"1,480萬","1,300",
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/8011AV?breadcrumb=list,八德重劃區景觀四房雙車位墨爾本,桃園市八德區豐德路,大樓,11.2年,建坪 59.07,主 + 陽31.23,12樓/15樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8011AV?breadcrumb=list,有景觀前後陽台有陽台有 511 人也在關注這間👀,有 511 人也在關注這間👀,"1,958萬","1,798",兩個以上車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/3164CZ?breadcrumb=list,富旺大兩房車位雙衛浴開窗富旺新世界,桃園市中壢區龍東路,大樓,11.2年,建坪 38.33,主 + 陽23.15,10樓/11樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/3164CZ?breadcrumb=list,有景觀前後陽台有陽台有 1059 人也在關注這間👀,有 1059 人也在關注這間👀,"1,198萬","1,128",坡道機械車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/1896JK?breadcrumb=list,近長榮特力．採光３房車位新台北華城,桃園市蘆竹區榮興路,大樓,23.5年,建坪 46.09,主 + 陽28.73,8樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1896JK?breadcrumb=list,有裝潢有景觀前後陽台有 355 人也在關注這間👀,有 355 人也在關注這間👀,"1,888萬","1,688",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/6108VJ?breadcrumb=list,新北歐高樓三房車位新北歐,桃園市桃園區國強一街,大樓,16.2年,建坪 46.91,主 + 陽25.23,10樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6108VJ?breadcrumb=list,有裝潢有陽台廁所開窗有 1048 人也在關注這間👀,有 1048 人也在關注這間👀,"1,498萬","1,398",坡道平面車位
2025_10_15 22_21_40,1,https://www.sinyi.com.tw//buy/house/8883VP?breadcrumb=list,悅峰華次頂樓三房車位悅峰華,桃園市桃園區大興西路三段,大樓,2.5年,建坪 53.96,主 + 陽28.13,21樓/22樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8883VP?breadcrumb=list,有裝潢有景觀前後陽台有 435 人也在關注這間👀,有 435 人也在關注這間👀,"2,580萬","2,288",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/6740LP?breadcrumb=list,藝文區．世紀風華４房車位世紀風華,桃園市桃園區莊敬路二段,大樓,22.2年,建坪 52.24,主 + 陽31.77,3樓/13樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/6740LP?breadcrumb=list,有裝潢有陽台廁所開窗有 467 人也在關注這間👀,有 467 人也在關注這間👀,"1,798萬","1,650",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/0288MX?breadcrumb=list,近文化國小首購美三房車位甲天廈,桃園市平鎮區文化街,大樓,31.9年,建坪 46.27,主 + 陽27.33,2樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0288MX?breadcrumb=list,有裝潢有景觀前後陽台有 555 人也在關注這間👀,有 555 人也在關注這間👀,"1,198萬","1,038",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/0785BD?breadcrumb=list,冠桃園高樓層視野美三房冠桃園,桃園市桃園區國際路一段,大樓,27.9年,建坪 31.58,主 + 陽28.2,20樓/25樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0785BD?breadcrumb=list,有裝潢有景觀前後陽台有 220 人也在關注這間👀,有 220 人也在關注這間👀,加入最愛,988,
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/1222FX?breadcrumb=list,新潤散步到高鐵站三房車位新潤A18,桃園市中壢區春德路,大樓,5.9年,建坪 37.39,主 + 陽16.81,5樓/15樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/1222FX?breadcrumb=list,有裝潢有景觀有陽台有 251 人也在關注這間👀,有 251 人也在關注這間👀,"1,988萬","1,888",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/4570UD?breadcrumb=list,專任＊過嶺超級郡三房車位佳泰超級郡,桃園市中壢區松信路,大樓,5.2年,建坪 48.75,主 + 陽26.91,3樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4570UD?breadcrumb=list,有景觀前後陽台有陽台有 348 人也在關注這間👀,有 348 人也在關注這間👀,"1,698萬","1,495",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/0245WD?breadcrumb=list,青埔青商路近高鐵三房車位明日苑NO.1-...,桃園市中壢區青商路,大樓,11.3年,建坪 44.1,主 + 陽24.28,14樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0245WD?breadcrumb=list,有裝潢有景觀有陽台有 340 人也在關注這間👀,有 340 人也在關注這間👀,"2,360萬","2,199",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/3069CP?breadcrumb=list,皇翔Ｇ１景觀３房車位皇翔百老匯II,桃園市八德區長興路,大樓,9.8年,建坪 52.05,主 + 陽25.91,16樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3069CP?breadcrumb=list,有裝潢有景觀有陽台有 314 人也在關注這間👀,有 314 人也在關注這間👀,"1,788萬","1,698",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/35243Y?breadcrumb=list,花。都綠意機能露臺戶花都,桃園市蘆竹區奉化路,大樓,20.7年,建坪 56.12,主 + 陽31.27,3樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/35243Y?breadcrumb=list,有裝潢前後陽台有陽台有 488 人也在關注這間👀,有 488 人也在關注這間👀,"2,158萬","1,798",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/8425NM?breadcrumb=list,法國之星三房車位法國之星,桃園市中壢區環西路二段,大樓,14.3年,建坪 35.17,主 + 陽20.45,15樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8425NM?breadcrumb=list,有裝潢有陽台警衛管理有 861 人也在關注這間👀,有 861 人也在關注這間👀,"1,388萬","1,320",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/62197L?breadcrumb=list,哈佛名門明亮清新三房哈佛名門,桃園市桃園區民生路,大樓,28.1年,建坪 35.2,主 + 陽24.67,7樓/14樓,3房1廳2衛,https://www.sinyi.com.tw/buy/house/62197L?breadcrumb=list,有裝潢前後陽台有陽台有 1504 人也在關注這間👀,有 1504 人也在關注這間👀,"1,488萬","1,198",
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/7583QQ?breadcrumb=list,桃園低總價景觀美宅,桃園市龍潭區民強街,大樓,27.5年,建坪 14.87,主 + 陽10.17,8樓/14樓,1房1衛,https://www.sinyi.com.tw/buy/house/7583QQ?breadcrumb=list,有裝潢有景觀前後陽台有 2414 人也在關注這間👀,有 2414 人也在關注這間👀,450萬,320,
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/1360KU?breadcrumb=list,先看這間三房車位裝潢美宅市政潤隆,桃園市桃園區法院後街,大樓,5.4年,建坪 42.25,主 + 陽20.58,3樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1360KU?breadcrumb=list,有裝潢廁所開窗房間皆有窗有 1209 人也在關注這間👀,有 1209 人也在關注這間👀,"1,998萬","1,900",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/8870YG?breadcrumb=list,名邸●城市之星三房車位城市之星,桃園市中壢區永泰路,大樓,14.6年,建坪 51.55,主 + 陽27.75,10樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8870YG?breadcrumb=list,有裝潢有景觀前後陽台有 6 人也在關注這間👀,有 6 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/2109VM?breadcrumb=list,中壢鼎藏晶華兩房車位鼎藏晶華2期,桃園市中壢區興仁路二段,大樓,12.5年,建坪 36.48,主 + 陽19.15,5樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2109VM?breadcrumb=list,有裝潢前後陽台有陽台有 970 人也在關注這間👀,有 970 人也在關注這間👀,"1,188萬","1,088",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/4662HB?breadcrumb=list,都市公園Ω電梯三房公園都市,桃園市桃園區大有路,大樓,32.2年,建坪 47.59,主 + 陽29.69,11樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4662HB?breadcrumb=list,有景觀前後陽台有陽台有 154 人也在關注這間👀,有 154 人也在關注這間👀,"1,358萬","1,288",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/1806MM?breadcrumb=list,Ａ７皇翔．高樓精裝朝南皇翔歡喜城,桃園市龜山區文青路,大樓,10.3年,建坪 56.98,主 + 陽32.21,10樓/21樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1806MM?breadcrumb=list,有裝潢有景觀有陽台有 29 人也在關注這間👀,有 29 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/33081B?breadcrumb=list,捷運站對面麗寶高樓兩房麗寶Fika,桃園市八德區建德路,大樓,4.0年,建坪 39.94,主 + 陽19.71,14樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/33081B?breadcrumb=list,有裝潢有景觀有陽台有 512 人也在關注這間👀,有 512 人也在關注這間👀,"1,468萬","1,348",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/8883KV?breadcrumb=list,八擴。麗寶美裝潢三房車位麗寶大藝術家A,桃園市八德區中山路,大樓,11.3年,建坪 53.72,主 + 陽31.51,9樓/17樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8883KV?breadcrumb=list,有裝潢前後陽台有陽台有 527 人也在關注這間👀,有 527 人也在關注這間👀,"1,788萬","1,638",坡道平面車位
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/9401NT?breadcrumb=list,國鐵名園電梯美３房,桃園市中壢區福星七街,華廈,32.6年,建坪 31.24,主 + 陽23.17,5樓/8樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/9401NT?breadcrumb=list,有裝潢前後陽台有陽台有 1370 人也在關注這間👀,有 1370 人也在關注這間👀,890萬,790,
2025_10_15 22_21_47,2,https://www.sinyi.com.tw//buy/house/94986R?breadcrumb=list,近未來捷運Ｇ０９日系美宅着東騰,桃園市桃園區朝陽街,大樓,1.9年,建坪 33.83,主 + 陽15.95,11樓/14樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/94986R?breadcrumb=list,毛胚屋有景觀有陽台有 570 人也在關注這間👀,有 570 人也在關注這間👀,"1,698萬","1,498",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/2755TY?breadcrumb=list,鴻廣繪青２房雙衛浴開窗鴻廣繪青,桃園市龜山區長慶一街,大樓,1.1年,建坪 33.6,主 + 陽16.58,14樓/15樓,2房1廳2衛,https://www.sinyi.com.tw/buy/house/2755TY?breadcrumb=list,有裝潢廁所開窗警衛管理有 12 人也在關注這間👀,有 12 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/0813CF?breadcrumb=list,經典源美亞典✰大三房車位源美亞典,桃園市平鎮區德育路二段,大樓,17.0年,建坪 49.25,主 + 陽24.84,13樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0813CF?breadcrumb=list,有裝潢有景觀有陽台有 335 人也在關注這間👀,有 335 人也在關注這間👀,"1,798萬","1,566",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/9479WG?breadcrumb=list,首購看過來。大清旭日,桃園市桃園區慈文路,大樓,10.5年,建坪 47.49,主 + 陽23.84,4樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9479WG?breadcrumb=list,有陽台房間皆有窗警衛管理有 513 人也在關注這間👀,有 513 人也在關注這間👀,"1,888萬","1,798",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/7789MV?breadcrumb=list,信義國小三房車位日安天下,桃園市中壢區廣州路,大樓,32.6年,建坪 40.84,主 + 陽24.11,6樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7789MV?breadcrumb=list,有景觀前後陽台有陽台有 558 人也在關注這間👀,有 558 人也在關注這間👀,"1,099萬","1,020",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/5088BQ?breadcrumb=list,栢大京采高樓景觀兩房,桃園市桃園區南山街,華廈,3.2年,建坪 24.39,主 + 陽16.11,9樓/9樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/5088BQ?breadcrumb=list,有裝潢有景觀有陽台有 207 人也在關注這間👀,有 207 人也在關注這間👀,加入最愛,"1,198",
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/6471TK?breadcrumb=list,縣府路３房住辦,桃園市桃園區縣府路,華廈/辦公,43.2年,建坪 42.93,主 + 陽32.12,2樓/6樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/6471TK?breadcrumb=list,有裝潢前後陽台有陽台有 168 人也在關注這間👀,有 168 人也在關注這間👀,"1,088萬",998,
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/80502P?breadcrumb=list,近中路和砌景觀三房車位和砌,桃園市桃園區延壽街,大樓,13.7年,建坪 70.14,主 + 陽44.39,12樓/12樓,3房2廳3衛1室,https://www.sinyi.com.tw/buy/house/80502P?breadcrumb=list,有裝潢有景觀前後陽台有 337 人也在關注這間👀,有 337 人也在關注這間👀,"3,388萬","3,188",升降平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/4723RG?breadcrumb=list,明水苑。挑高３房車位明水苑,桃園市蘆竹區大正街,大樓,13.9年,建坪 47.56,主 + 陽25.49,1樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4723RG?breadcrumb=list,前後陽台有陽台廁所開窗有 394 人也在關注這間👀,有 394 人也在關注這間👀,"2,088萬","1,988",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/2061KP?breadcrumb=list,重劃區合雄Ｍ小資兩房合雄M,桃園市八德區中正北路,大樓,6.3年,建坪 28.55,主 + 陽19.41,8樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2061KP?breadcrumb=list,有裝潢有陽台廁所開窗有 628 人也在關注這間👀,有 628 人也在關注這間👀,"1,130萬","1,050",
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/4231CL?breadcrumb=list,竹城靜崗四房車位竹城靜崗,桃園市蘆竹區長春路,大樓,20.9年,建坪 49.04,主 + 陽30.5,6樓/12樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/4231CL?breadcrumb=list,警衛管理具垃圾處理健身房有 7 人也在關注這間👀,有 7 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/54150L?breadcrumb=list,忠泰幸樹梢景觀三房車位忠泰幸,桃園市桃園區經國二路,大樓,4.9年,建坪 48.39,主 + 陽24.9,3樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/54150L?breadcrumb=list,有裝潢有陽台廁所開窗有 141 人也在關注這間👀,有 141 人也在關注這間👀,"2,188萬","2,088",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/20826P?breadcrumb=list,小檜溪遠雄青晉３房雙車位,桃園市桃園區青溪一路,大樓,2.2年,建坪 59.93,主 + 陽26.97,5樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/20826P?breadcrumb=list,有裝潢前後陽台有陽台有 275 人也在關注這間👀,有 275 人也在關注這間👀,"2,750萬","2,498",兩個以上車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/1501RP?breadcrumb=list,方好高樓景觀三房車位,桃園市中壢區永順一街,大樓,2.3年,建坪 44.42,主 + 陽22.32,12樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1501RP?breadcrumb=list,有裝潢有景觀前後陽台有 222 人也在關注這間👀,有 222 人也在關注這間👀,"2,288萬","2,090",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/1376AN?breadcrumb=list,龍華邊間低樓層３房,桃園市龜山區萬壽路一段,公寓,36.9年,建坪 30.38,主 + 陽30.38,2樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1376AN?breadcrumb=list,有裝潢前後陽台有陽台有 694 人也在關注這間👀,有 694 人也在關注這間👀,"1,080萬",898,
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/9452TH?breadcrumb=list,昭揚首選◆天御河岸美宅昭揚天御,桃園市桃園區中央街,大樓,1.3年,建坪 80.87,主 + 陽44.77,12樓/15樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/9452TH?breadcrumb=list,毛胚屋有景觀前後陽台有 558 人也在關注這間👀,有 558 人也在關注這間👀,"4,560萬","3,980",兩個以上車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/3515TF?breadcrumb=list,青埔領航站兩房車位翔譽17,桃園市大園區大豐一街,華廈,10.1年,建坪 34.75,主 + 陽15.84,4樓/8樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/3515TF?breadcrumb=list,有裝潢有陽台房間皆有窗有 1500 人也在關注這間👀,有 1500 人也在關注這間👀,"1,588萬","1,358",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/2774UF?breadcrumb=list,稀有☆英雄鎮大兩房車位英雄鎮,桃園市平鎮區中豐路,大樓,28.5年,建坪 41.5,主 + 陽26.27,14樓/14樓,2房2廳1衛1室,https://www.sinyi.com.tw/buy/house/2774UF?breadcrumb=list,有裝潢有景觀有陽台有 360 人也在關注這間👀,有 360 人也在關注這間👀,"1,380萬","1,128",坡道平面車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/0479SL?breadcrumb=list,藝文特區中國江山溫馨２房中國江山,桃園市桃園區瑞慶路,大樓,31.0年,建坪 24.31,主 + 陽20,16樓/17樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/0479SL?breadcrumb=list,有裝潢有景觀前後陽台有 942 人也在關注這間👀,有 942 人也在關注這間👀,950萬,868,
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/9626YB?breadcrumb=list,博愛美學視野三房車位７,桃園市中壢區博愛二路,華廈,5.5年,建坪 44.7,主 + 陽25.1,7樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9626YB?breadcrumb=list,有裝潢毛胚屋有陽台有 338 人也在關注這間👀,有 338 人也在關注這間👀,"2,760萬","1,750",塔式車位
2025_10_15 22_21_52,3,https://www.sinyi.com.tw//buy/house/97414F?breadcrumb=list,竹風鳳凰頂樓尊榮露臺戶竹風鳳凰Ｉ,桃園市八德區建德路,大樓,11.4年,建坪 96.3,主 + 陽53.63,14樓/14樓,3房2廳2衛2室(含加蓋1室),https://www.sinyi.com.tw/buy/house/97414F?breadcrumb=list,有裝潢有景觀前後陽台有 419 人也在關注這間👀,有 419 人也在關注這間👀,"3,680萬","3,188",兩個以上車位
2025_10_15 22_21_57,4,https://www.sinyi.com.tw//buy/house/1181PX?breadcrumb=list,公園旁精美兩房蘋果村,桃園市桃園區新埔十街,華廈,31.8年,建坪 27.31,主 + 陽18.78,2樓/7樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1181PX?breadcrumb=list,有裝潢有陽台房間皆有窗有 921 人也在關注這間👀,有 921 人也在關注這間👀,"1,260萬",890,
2025_10_15 22_21_57,4,https://www.sinyi.com.tw//buy/house/1804NC?breadcrumb=list,近青埔兩房兩衛浴誠意出售,桃園市大園區五青路,大樓,0.6年,建坪 40.1,主 + 陽20.28,9樓/11樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/1804NC?breadcrumb=list,有裝潢有陽台廁所開窗有 201 人也在關注這間👀,有 201 人也在關注這間👀,"1,600萬","1,488",坡道平面車位
2025_10_15 22_21_57,4,https://www.sinyi.com.tw//buy/house/8941BL?breadcrumb=list,臻愛新婚首購首選臻愛,桃園市蘆竹區南平街,華廈,23.2年,建坪 38.78,主 + 陽21.73,5樓/9樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8941BL?breadcrumb=list,有裝潢有陽台房間皆有窗有 231 人也在關注這間👀,有 231 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
