抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/4855UW?breadcrumb=list,♥急售潭子三房車位♥,台中市潭子區大豐路二段,華廈,32.0年,建坪 39.09,主 + 陽29.47,3樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4855UW?breadcrumb=list,有裝潢前後陽台有陽台有 43 人也在關注這間👀,有 43 人也在關注這間👀,"1,150萬","1,098",坡道機械車位
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/3040FP?breadcrumb=list,登陽之驛視野兩房,台中市烏日區高鐵三路,大樓,3.5年,建坪 42.73,主 + 陽20.73,21樓/24樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/3040FP?breadcrumb=list,有裝潢有景觀前後陽台有 523 人也在關注這間👀,有 523 人也在關注這間👀,"2,188萬","1,988",坡道平面車位
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/9975RY?breadcrumb=list,勝美術－登峰＞兩房質感戶勝美術-登峰,台中市西區大忠南街,大樓,18.3年,建坪 31.48,主 + 陽18.94,12樓/14樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/9975RY?breadcrumb=list,有裝潢有陽台房間皆有窗有 2048 人也在關注這間👀,有 2048 人也在關注這間👀,"1,465萬","1,388",坡道機械車位
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/1080AR?breadcrumb=list,【勝興松竹】高樓三房平車勝興松竹,台中市北屯區松竹路一段,大樓,8.1年,建坪 49.95,主 + 陽26.01,12樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1080AR?breadcrumb=list,有裝潢有陽台廁所開窗有 939 人也在關注這間👀,有 939 人也在關注這間👀,"2,458萬","1,698",坡道平面車位
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/3721KF?breadcrumb=list,中科精裝大空間四房車位,台中市西屯區福林路,華廈,33.9年,建坪 44.8,主 + 陽33.1,3樓/7樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/3721KF?breadcrumb=list,有景觀前後陽台有陽台有 377 人也在關注這間👀,有 377 人也在關注這間👀,"1,480萬","1,298",升降機械車位
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/9436AV?breadcrumb=list,莎士比亞誠意出售價可談莎士比亞,台中市西屯區福雅路,大樓,32.8年,建坪 49.16,主 + 陽37.25,2樓/15樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/9436AV?breadcrumb=list,有裝潢前後陽台有陽台有 878 人也在關注這間👀,有 878 人也在關注這間👀,"1,498萬","1,200",
2025_10_15 22_29_15,1,https://www.sinyi.com.tw//buy/house/2990XJ?breadcrumb=list,專任國泰維瓦第三房國泰維瓦第花園,台中市北屯區文昌二街,大樓,29.1年,建坪 39.87,主 + 陽29.53,12樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2990XJ?breadcrumb=list,有裝潢前後陽台有陽台有 10 人也在關注這間👀,有 10 人也在關注這間👀,"1,150萬",998,
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/0214TB?breadcrumb=list,賽茵斯稀有面園道視野美戶賽茵斯,台中市西區館前路,大樓,27.8年,建坪 108.22,主 + 陽63.68,13樓/29樓,5房2廳3衛1室,https://www.sinyi.com.tw/buy/house/0214TB?breadcrumb=list,有裝潢有景觀前後陽台有 338 人也在關注這間👀,有 338 人也在關注這間👀,"3,988萬","3,688",兩個以上車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1435SH?breadcrumb=list,中科起家厝屋況讚三房車位瑞聯天地P區,台中市西屯區福聯街,大樓,31.0年,建坪 33.18,主 + 陽24.21,11樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1435SH?breadcrumb=list,有裝潢有景觀前後陽台有 681 人也在關注這間👀,有 681 人也在關注這間👀,"1,068萬",998,坡道機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/6222JT?breadcrumb=list,近東區三井秀泰四房平車東宮巨星二期,台中市東區東英十五街,大樓,33.5年,建坪 70.3,主 + 陽49.81,4樓/13樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/6222JT?breadcrumb=list,有裝潢前後陽台有陽台有 77 人也在關注這間👀,有 77 人也在關注這間👀,"1,680萬","1,498",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/0359MB?breadcrumb=list,知己人家這間很值得買！知己人家,台中市北屯區庄美街,大樓,9.4年,建坪 59.55,主 + 陽26.7,11樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0359MB?breadcrumb=list,有景觀前後陽台有陽台有 1420 人也在關注這間👀,有 1420 人也在關注這間👀,"2,680萬","2,398",兩個以上車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1923HT?breadcrumb=list,【首選】全新次頂兩房平車菁科2MAX,台中市南屯區春安路,大樓,1.6年,建坪 38.35,主 + 陽18.66,23樓/24樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1923HT?breadcrumb=list,有景觀有陽台廁所開窗有 468 人也在關注這間👀,有 468 人也在關注這間👀,"1,600萬","1,500",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1777MH?breadcrumb=list,急售Ｉ時尚裝潢３房平車I時尚,台中市西屯區青海南街,大樓,12.2年,建坪 50.35,主 + 陽24.24,10樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1777MH?breadcrumb=list,有裝潢有景觀前後陽台有 1668 人也在關注這間👀,有 1668 人也在關注這間👀,"2,588萬","1,898",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1854QW?breadcrumb=list,樹孝商圈大２房平車,台中市太平區樹孝路,華廈,33.6年,建坪 27.66,主 + 陽19.16,8樓/8樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1854QW?breadcrumb=list,有裝潢有陽台房間皆有窗有 179 人也在關注這間👀,有 179 人也在關注這間👀,"1,180萬",898,坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/6166PP?breadcrumb=list,專任１１期視野三房雙平車佳泰大崇德,台中市北屯區河北西街,大樓,5.9年,建坪 60.6,主 + 陽26.45,10樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6166PP?breadcrumb=list,有裝潢有景觀廁所開窗有 79 人也在關注這間👀,有 79 人也在關注這間👀,"2,698萬","2,568",兩個以上車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/9793VQ?breadcrumb=list,直播、網拍造景首選露臺戶境美MRT,台中市北屯區瀋陽路三段,華廈,8.3年,建坪 21.43,主 + 陽10.5,3樓/9樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/9793VQ?breadcrumb=list,有裝潢有陽台廁所開窗有 518 人也在關注這間👀,有 518 人也在關注這間👀,"1,188萬",998,坡道機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/0583UV?breadcrumb=list,來看！北區中國醫便宜三房,台中市北區崇德路一段,公寓,44.6年,建坪 25.32,主建物23.65,5樓/5樓,6房3廳3衛(含加蓋3房1廳1衛),https://www.sinyi.com.tw/buy/house/0583UV?breadcrumb=list,有裝潢有景觀前後陽台有 375 人也在關注這間👀,有 375 人也在關注這間👀,880萬,670,
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/8223XR?breadcrumb=list,【中山醫】大三房附車位園緣,台中市南區忠明南路,大樓,31.0年,建坪 42.18,主 + 陽33.92,14樓/17樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8223XR?breadcrumb=list,有裝潢有景觀前後陽台有 243 人也在關注這間👀,有 243 人也在關注這間👀,"1,198萬","1,098",坡道機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/6071DF?breadcrumb=list,舜元知了。公園視野舜元知了,台中市北屯區四平路,大樓,3.7年,建坪 45.12,主 + 陽23.32,12樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6071DF?breadcrumb=list,有裝潢有景觀前後陽台有 253 人也在關注這間👀,有 253 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1557GK?breadcrumb=list,精裝次頂樓博克萊２房平車博克萊,台中市南屯區大墩七街,大樓,4.0年,建坪 31.18,主 + 陽14.3,23樓/24樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1557GK?breadcrumb=list,有裝潢有景觀有陽台有 488 人也在關注這間👀,有 488 人也在關注這間👀,"1,988萬","1,888",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/4737FD?breadcrumb=list,☆五期輕裝潢三房車位松之園,台中市南屯區大聖街,華廈,29.9年,建坪 38.22,主 + 陽25.62,3樓/8樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4737FD?breadcrumb=list,有裝潢前後陽台有陽台有 1102 人也在關注這間👀,有 1102 人也在關注這間👀,"1,498萬","1,238",坡道機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/1858FC?breadcrumb=list,工學商圈三房視野戶附車位長億城攬翠/陽光...,台中市南區工學路,大樓,29.9年,建坪 36.92,主 + 陽25.54,17樓/17樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1858FC?breadcrumb=list,有裝潢有景觀前後陽台有 216 人也在關注這間👀,有 216 人也在關注這間👀,"1,158萬",998,坡道機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/5623PW?breadcrumb=list,高樓視野Ｂ２平面車位允將大有,台中市西屯區朝馬路,大樓,8.8年,建坪 70.76,主 + 陽40.8,24樓/28樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/5623PW?breadcrumb=list,有景觀前後陽台有陽台有 166 人也在關注這間👀,有 166 人也在關注這間👀,"3,980萬","3,550",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/7805RQ?breadcrumb=list,國泰建設四房平車近捷運宅水榭花都,台中市北區文昌東二街,華廈,25.7年,建坪 55.75,主 + 陽35.58,4樓/9樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7805RQ?breadcrumb=list,前後陽台有陽台房間皆有窗有 1288 人也在關注這間👀,有 1288 人也在關注這間👀,"2,198萬","1,898",坡道平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/4435LH?breadcrumb=list,新青安近漢神百美三房車位,台中市北屯區松竹路二段,華廈,33.9年,建坪 31.44,主 + 陽24.94,5樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4435LH?breadcrumb=list,有裝潢有陽台房間皆有窗有 357 人也在關注這間👀,有 357 人也在關注這間👀,"1,088萬",938,升降機械車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/4297XN?breadcrumb=list,中科近福科國中三房平車讚,台中市西屯區西屯路三段,大樓,33.4年,建坪 37.78,主 + 陽26.07,11樓/12樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/4297XN?breadcrumb=list,有裝潢有景觀前後陽台有 170 人也在關注這間👀,有 170 人也在關注這間👀,"1,277萬","1,080",升降平面車位
2025_10_15 22_29_24,2,https://www.sinyi.com.tw//buy/house/0115JK?breadcrumb=list,大毅讚幸福高樓視野佳二房讚幸福,台中市北屯區崇德十六路,大樓,5.9年,建坪 50.46,主 + 陽26.66,10樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/0115JK?breadcrumb=list,有裝潢有景觀前後陽台有 271 人也在關注這間👀,有 271 人也在關注這間👀,"2,580萬","2,368",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/4340MK?breadcrumb=list,近中國醫國泰建設大四房,台中市北區大義街,公寓,37.1年,建坪 37.6,主 + 陽36.31,4樓/5樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/4340MK?breadcrumb=list,有裝潢前後陽台有陽台有 272 人也在關注這間👀,有 272 人也在關注這間👀,"1,188萬",998,
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/7011GC?breadcrumb=list,正東山路機能佳三房平車錦繡中國,台中市北屯區東山路一段,大樓,33.8年,建坪 54.73,主 + 陽38.98,4樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7011GC?breadcrumb=list,有裝潢前後陽台有陽台有 81 人也在關注這間👀,有 81 人也在關注這間👀,"1,298萬","1,138",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/0684PF?breadcrumb=list,急售精銳米蘭雙主臥雙平車精銳米蘭,台中市南屯區大墩十一街,大樓,16.5年,建坪 102.91,主 + 陽53.29,5樓/15樓,3房2廳3衛1室,https://www.sinyi.com.tw/buy/house/0684PF?breadcrumb=list,有裝潢前後陽台有陽台有 693 人也在關注這間👀,有 693 人也在關注這間👀,"4,380萬","3,988",兩個以上車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/56198B?breadcrumb=list,河南天下！高樓視野３房河南天下,台中市西屯區智惠街,大樓,30.6年,建坪 33.71,主 + 陽28.58,9樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/56198B?breadcrumb=list,有裝潢有景觀前後陽台有 692 人也在關注這間👀,有 692 人也在關注這間👀,"1,198萬","1,138",
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/4507XS?breadcrumb=list,《專》九年國教．震後三房大城優勝美地,台中市大里區自強街,華廈,20.1年,建坪 37.29,主 + 陽26.67,2樓/10樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/4507XS?breadcrumb=list,有陽台房間皆有窗警衛管理有 976 人也在關注這間👀,有 976 人也在關注這間👀,"1,198萬",968,
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/8732PX?breadcrumb=list,銓璟大境．高樓四房雙平車銓璟大境,台中市南屯區三厝街,大樓,11.0年,建坪 96.32,主 + 陽44.03,18樓/23樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8732PX?breadcrumb=list,有裝潢有景觀前後陽台有 283 人也在關注這間👀,有 283 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/2895JW?breadcrumb=list,近勤美震後三房平車紐約CBD,台中市西區美村路一段,大樓,19.5年,建坪 51.58,主 + 陽28.28,1樓/13樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2895JW?breadcrumb=list,有裝潢前後陽台有陽台有 360 人也在關注這間👀,有 360 人也在關注這間👀,"2,288萬","1,999",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/4430AJ?breadcrumb=list,店長推薦中港綠洲屋主誠售中港綠洲,台中市西屯區工業區一路,華廈,31.7年,建坪 34.97,主 + 陽29.12,2樓/8樓,2房2廳2衛1室,https://www.sinyi.com.tw/buy/house/4430AJ?breadcrumb=list,有裝潢有景觀前後陽台有 413 人也在關注這間👀,有 413 人也在關注這間👀,"1,298萬","1,026",坡道機械車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/1799CP?breadcrumb=list,信義專任歌劇院理感面公園理性與感性,台中市西屯區市政北五路,大樓,24.9年,建坪 74.68,主 + 陽53.31,22樓/25樓,1廳,https://www.sinyi.com.tw/buy/house/1799CP?breadcrumb=list,毛胚屋有景觀前後陽台有 41 人也在關注這間👀,有 41 人也在關注這間👀,"5,299萬","4,888",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/3221CV?breadcrumb=list,樂好事。高樓層２房平車大城樂好事,台中市北屯區敦富二街,大樓,3.4年,建坪 36.35,主 + 陽16.95,10樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/3221CV?breadcrumb=list,有裝潢前後陽台有陽台有 378 人也在關注這間👀,有 378 人也在關注這間👀,"1,688萬","1,528",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/2811VP?breadcrumb=list,低總價７９８萬大四房,台中市大里區益民路一段,華廈,35.3年,建坪 36.92,主 + 陽26.42,5樓/6樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2811VP?breadcrumb=list,有裝潢有景觀前後陽台有 263 人也在關注這間👀,有 263 人也在關注這間👀,928萬,798,
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/1131GN?breadcrumb=list,多情巨鎮三房平車,台中市北屯區東光路,大樓,33.1年,建坪 39.71,主 + 陽29.28,9樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1131GN?breadcrumb=list,有裝潢有景觀前後陽台有 97 人也在關注這間👀,有 97 人也在關注這間👀,"1,188萬","1,098",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/2408WL?breadcrumb=list,情定水蓮邊間戶三房車位情定水蓮5,台中市北屯區松竹五路二段,大樓,14.8年,建坪 45.89,主 + 陽26.84,7樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2408WL?breadcrumb=list,有裝潢有景觀前後陽台有 377 人也在關注這間👀,有 377 人也在關注這間👀,"1,880萬","1,588",坡道機械車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/8176WD?breadcrumb=list,歡迎來電降售！美術。由鉅聖美村,台中市西區五權七街,大樓,34.2年,建坪 70.76,主 + 陽55.34,13樓/13樓,4房2廳2衛1室,https://www.sinyi.com.tw/buy/house/8176WD?breadcrumb=list,有裝潢有景觀有陽台有 333 人也在關注這間👀,有 333 人也在關注這間👀,"3,200萬","2,988",坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/3986XK?breadcrumb=list,鉅虹水岸岩稀有釋出雙平車鉅虹水岸岩,台中市北屯區南興一路,大樓,4.1年,建坪 53.48,主 + 陽26,5樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/3986XK?breadcrumb=list,前後陽台有陽台廁所開窗有 588 人也在關注這間👀,有 588 人也在關注這間👀,"2,688萬","2,488",兩個以上車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/1072VS?breadcrumb=list,西屯區學區宅屋況美大四房力霸國家別墅書香...,台中市西屯區河南東四街,華廈,33.7年,建坪 56.9,主 + 陽43.7,3樓/6樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1072VS?breadcrumb=list,有裝潢前後陽台有陽台有 1442 人也在關注這間👀,有 1442 人也在關注這間👀,"1,680萬","1,488",
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/0577MM?breadcrumb=list,青上森四房雙平車櫻花青上森,台中市太平區立功路,大樓,6.0年,建坪 63.18,主 + 陽32.18,8樓/15樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/0577MM?breadcrumb=list,有景觀前後陽台有陽台有 21 人也在關注這間👀,有 21 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/6130PF?breadcrumb=list,新月灣｜次頂樓平面車位新月灣,台中市南區文心南路,大樓,14.7年,建坪 51.22,主 + 陽26.39,14樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6130PF?breadcrumb=list,有陽台廁所開窗警衛管理有 27 人也在關注這間👀,有 27 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/4032JW?breadcrumb=list,大衛營高樓層視野兩房大衛營,台中市北區進化北路,大樓,31.7年,建坪 23.45,主 + 陽13.21,18樓/18樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/4032JW?breadcrumb=list,有裝潢有景觀有陽台有 17 人也在關注這間👀,有 17 人也在關注這間👀,加入最愛,688,
2025_10_15 22_29_32,3,https://www.sinyi.com.tw//buy/house/9830YJ?breadcrumb=list,璀璨工學視野四房雙平車位璀璨工學,台中市南區工學路,大樓,12.6年,建坪 73.25,主 + 陽36.78,15樓/15樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/9830YJ?breadcrumb=list,有裝潢有景觀前後陽台有 10 人也在關注這間👀,有 10 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 22_29_36,4,https://www.sinyi.com.tw//buy/house/6721YV?breadcrumb=list,精銳ＧＡＲＤＥＮＯＮＥ精銳Garden...,台中市南屯區大墩十二街,大樓,2.8年,建坪 62.12,主 + 陽28.12,6樓/21樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6721YV?breadcrumb=list,有景觀前後陽台有陽台有 11 人也在關注這間👀,有 11 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 22_29_36,4,https://www.sinyi.com.tw//buy/house/0703GR?breadcrumb=list,崇德國中旁美三房平車,台中市北屯區安順北二街,華廈,34.4年,建坪 53.57,主 + 陽42.14,2樓/6樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0703GR?breadcrumb=list,有裝潢前後陽台有陽台有 210 人也在關注這間👀,有 210 人也在關注這間👀,"1,598萬","1,398",坡道平面車位
2025_10_15 22_29_36,4,https://www.sinyi.com.tw//buy/house/9045AB?breadcrumb=list,女王萬歲視野樓層附車位女王萬歲,台中市南區新榮街,大樓,2.5年,建坪 26.03,主 + 陽14.28,7樓/15樓,1房2廳1衛1室,https://www.sinyi.com.tw/buy/house/9045AB?breadcrumb=list,有裝潢有景觀有陽台有 22 人也在關注這間👀,有 22 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
