抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/7730UL?breadcrumb=list,荷雅精美三房車位荷雅時尚館,新北市淡水區淡金路,大樓,12.2年,建坪 52.01,主 + 陽29.94,4樓/15樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 430 人也在關注這間👀,"1,950萬","1,798","1,950萬1,798萬",坡道平面車位
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/6966TH?breadcrumb=list,搶手捷運鳳山街電梯四房雙鳳生源,新北市新莊區鳳山街,大樓,25.4年,建坪 41.5,主 + 陽30.3,14樓/14樓,4房2廳2衛,有裝潢有景觀前後陽台有 427 人也在關注這間👀,"2,288萬","1,988","2,288萬1,988萬",
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/5851FY?breadcrumb=list,金富帝寶精美三房金富帝寶,新北市板橋區重慶路,大樓,15.0年,建坪 41.05,主 + 陽28.06,6樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 95 人也在關注這間👀,"2,580萬","2,580","2,580萬",
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/0193QP?breadcrumb=list,新婚首購～江翠捷運三房,新北市板橋區民治街,公寓,45.4年,建坪 26.51,主 + 陽26.5,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 943 人也在關注這間👀,"1,750萬","1,636","1,750萬1,636萬",
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/1753KD?breadcrumb=list,雙併格局雙衛浴開窗明亮屋地球村,新北市中和區景新街,大樓,28.7年,建坪 43.53,主 + 陽36.77,9樓/15樓,4房2廳2衛,前後陽台有陽台廁所開窗有 600 人也在關注這間👀,"2,388萬","2,188","2,388萬2,188萬",
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/6556KY?breadcrumb=list,日健悅面校園三房車位日健悅,新北市三重區信義西街,大樓,10.3年,建坪 58.65,主 + 陽29.08,4樓/22樓,3房2廳2衛,有裝潢有景觀有陽台有 490 人也在關注這間👀,"4,880萬","4,099","4,880萬4,099萬",坡道平面車位
2025_11_22 22_42_17,1,https://www.sinyi.com.tw//buy/house/9113FJ?breadcrumb=list,專任雙併米蘭尊邸近捷運站米蘭尊邸,新北市土城區中央路四段,華廈,18.0年,建坪 37.71,主 + 陽25.69,3樓/7樓,3房2廳2衛,有裝潢有陽台廁所開窗有 130 人也在關注這間👀,"2,680萬","2,480","2,680萬2,480萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/9441YX?breadcrumb=list,雙和高樓絕美３房車位雙和新城,新北市中和區圓通路,華廈,24.7年,建坪 38.08,主 + 陽27.92,10樓/10樓,3房2廳2衛,有裝潢有景觀前後陽台有 2957 人也在關注這間👀,"2,380萬","2,000","2,380萬2,000萬",坡道機械車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/5814TW?breadcrumb=list,南山學區邊間三房,新北市中和區水源路,公寓,46.0年,建坪 30.04,主 + 陽30.04,5樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 1191 人也在關注這間👀,"1,398萬","1,298","1,398萬1,298萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/7926MR?breadcrumb=list,中和雙捷運三房,新北市中和區景平路,公寓,47.5年,建坪 29.22,主 + 陽29.21,5樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 273 人也在關注這間👀,"1,688萬","1,299","1,688萬1,299萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/3577ZY?breadcrumb=list,捷運景安．華南名人巷華南名人巷,新北市中和區景平路,大樓,28.2年,建坪 63,主 + 陽29.95,2樓/17樓,3房2廳3衛1室(含加蓋1廳1衛1室),前後陽台有陽台廁所開窗有 431 人也在關注這間👀,"3,680萬","3,180","3,680萬3,180萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/8946AL?breadcrumb=list,校園綠第稀有一樓校園綠地,新北市新莊區中港路,華廈,29.2年,建坪 29.39,主 + 陽22.98,1樓/7樓,5房2廳3衛1室(含加蓋2房1衛1室),有裝潢廁所開窗警衛管理有 678 人也在關注這間👀,"2,280萬","1,888","2,280萬1,888萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/2084MG?breadcrumb=list,集美。三重站。重新中興橋歐風名家一,新北市三重區重新路四段,大樓,25.0年,建坪 43.56,主 + 陽33.56,9樓/14樓,3房2廳2衛1室,有景觀有陽台警衛管理有 546 人也在關注這間👀,"3,267萬","2,798","3,267萬2,798萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/4120RX?breadcrumb=list,美滿特區美妝大空間,新北市汐止區原興路,大樓,31.6年,建坪 54.43,主 + 陽19.39,7樓/12樓,5房2廳2衛(含加蓋3房1廳1衛),有陽台近公園近捷運有 404 人也在關注這間👀,"2,298萬","1,768","2,298萬1,768萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/7533YZ?breadcrumb=list,中山路人潮金店面皇翔凱旋門,新北市板橋區中山路二段,店面,20.7年,建坪 15.52,主 + 陽10.92,1樓/14樓,1廳1衛,有裝潢警衛管理具垃圾處理有 171 人也在關注這間👀,"2,180萬","1,980","2,180萬1,980萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/5478HC?breadcrumb=list,★ＨＯＭＥＴＥＬ兩房車位HOMETEL,新北市林口區文化三路一段,大樓,10.1年,建坪 37.8,主 + 陽18.87,12樓/15樓,2房2廳1衛,有裝潢有陽台廁所開窗有 556 人也在關注這間👀,"2,158萬","1,868","2,158萬1,868萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/1447FK?breadcrumb=list,丹麥琥珀住家樹海二合一麗寶北歐莊園-丹...,新北市板橋區華江一路,大樓,3.3年,建坪 32.73,主 + 陽14.16,2樓/19樓,1房2廳1衛,有裝潢有景觀有陽台有 834 人也在關注這間👀,"2,098萬","2,000","2,098萬2,000萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/7327RU?breadcrumb=list,亞昕御金香３＋１採光美屋亞昕御金香,新北市林口區文化二路一段,大樓,23.3年,建坪 59.87,主 + 陽34.95,11樓/11樓,3房2廳2衛1室,有裝潢有景觀有陽台有 331 人也在關注這間👀,"2,700萬","2,388","2,700萬2,388萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/4359DC?breadcrumb=list,長安街方正公寓,新北市蘆洲區長安街,公寓,37.3年,建坪 29.74,主 + 陽29.74,4樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 771 人也在關注這間👀,"1,250萬","1,100","1,250萬1,100萬",
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/4755GH?breadcrumb=list,合唐儷賞三房加車位,新北市新店區安忠路,大樓,10.3年,建坪 41.55,主 + 陽23.68,3樓/11樓,3房2廳2衛,有裝潢前後陽台有陽台有 534 人也在關注這間👀,"2,380萬","1,880","2,380萬1,880萬",其他
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/8331VW?breadcrumb=list,永和國小．景觀三房車位統領中正,新北市永和區中正路,大樓,30.1年,建坪 36.44,主 + 陽25.4,17樓/18樓,3房2廳2衛,有裝潢有景觀廁所開窗有 597 人也在關注這間👀,"2,700萬","2,398","2,700萬2,398萬",升降機械車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/4345PS?breadcrumb=list,世紀比漾名人四房車位,新北市永和區永貞路,大樓,26.1年,建坪 44.03,主 + 陽31.53,8樓/11樓,4房2廳2衛,有裝潢前後陽台有陽台有 111 人也在關注這間👀,"3,258萬","3,258","3,258萬",坡道機械車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/4331MN?breadcrumb=list,歡喜市。甜蜜２房車位歡喜市,新北市板橋區藝文街,大樓,4.7年,建坪 27.48,主 + 陽10.66,10樓/15樓,2房1廳1衛,有裝潢有陽台房間皆有窗有 1084 人也在關注這間👀,"1,698萬","1,598","1,698萬1,598萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/8463AT?breadcrumb=list,低總價樹海景觀小資宅,新北市汐止區勤進路,華廈,43.3年,建坪 10.06,主 + 陽10.06,5樓/7樓,1房1廳1衛,有景觀有陽台警衛管理有 289 人也在關注這間👀,388萬,368,388萬368萬,
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/3746SY?breadcrumb=list,次高樓溫馨山景美屋春池吉品,新北市新店區中興路一段,大樓,28.1年,建坪 45.22,主 + 陽23.1,21樓/22樓,2房2廳2衛,有裝潢有景觀有陽台有 366 人也在關注這間👀,"2,788萬","2,488","2,788萬2,488萬",坡道平面車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/5286DD?breadcrumb=list,近仁愛國小的一樓有車位仁愛双星,新北市蘆洲區民族路,華廈,28.0年,建坪 37.49,主 + 陽25.46,1樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 102 人也在關注這間👀,"2,180萬","2,180","2,180萬",坡道機械車位
2025_11_22 22_42_29,2,https://www.sinyi.com.tw//buy/house/2403AA?breadcrumb=list,☀宏國富邑兩房宏國富邑,新北市汐止區新台五路二段,大樓,30.7年,建坪 25.25,主 + 陽21.46,9樓/17樓,2房2廳1衛,有裝潢有景觀有陽台有 676 人也在關注這間👀,"1,100萬",998,"1,100萬998萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/6938XD?breadcrumb=list,樟樹住商用一樓公寓,新北市汐止區樟樹一路,店面/公寓,43.9年,建坪 29.46,主建物26.34,1樓/5樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 120 人也在關注這間👀,"1,998萬","1,468","1,998萬1,468萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/9327PU?breadcrumb=list,雙園靜好‧逸居雅境園中園,新北市蘆洲區長安街,華廈,29.7年,建坪 27.86,主 + 陽23.54,3樓/7樓,3房2廳1衛,有陽台房間皆有窗警衛管理有 217 人也在關注這間👀,"1,580萬","1,580","1,580萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/8638LB?breadcrumb=list,仁愛公園【長隄】電梯大樓長隄,新北市永和區環河西路二段,大樓,27.9年,建坪 25.74,主 + 陽22.81,15樓/18樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 186 人也在關注這間👀,"2,288萬","1,888","2,288萬1,888萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/50946A?breadcrumb=list,景安＋四號公園美寓,新北市中和區景安路,公寓,49.2年,建坪 25.03,主 + 陽25.03,4樓/4樓,4房2廳1衛,有裝潢有陽台廁所開窗有 452 人也在關注這間👀,"1,280萬","1,200","1,280萬1,200萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/3016WD?breadcrumb=list,【凱撒】綠意美宅｜歐洲村歐洲村-台北君悅...,新北市新莊區立信三街,大樓,19.8年,建坪 33.76,主 + 陽18.46,2樓/12樓,2房2廳1衛,有裝潢有景觀有陽台有 1106 人也在關注這間👀,"2,258萬","1,998","2,258萬1,998萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/7394YQ?breadcrumb=list,捷運４分鐘！板新成家美寓,新北市板橋區民生路一段,公寓,45.3年,建坪 29.22,主 + 陽29.23,5樓/5樓,3房2廳1.5衛2室,有陽台廁所開窗房間皆有窗有 369 人也在關注這間👀,"1,468萬","1,250","1,468萬1,250萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/4384DZ?breadcrumb=list,富堡晶都典雅小資美屋富堡晶都,新北市林口區中山路,大樓,9.1年,建坪 32.52,主 + 陽14.98,4樓/19樓,1房2廳1衛,有陽台廁所開窗房間皆有窗有 507 人也在關注這間👀,"1,680萬","1,498","1,680萬1,498萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/9416QU?breadcrumb=list,稀有釋出★長堤三房長堤,新北市汐止區福德一路,大樓,17.3年,建坪 32.35,主 + 陽21.39,2樓/14樓,3房2廳2衛,有裝潢有景觀廁所開窗有 848 人也在關注這間👀,"2,158萬","1,888","2,158萬1,888萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/4037LW?breadcrumb=list,近輕軌太平洋美寓,新北市新店區安民街,公寓,45.4年,建坪 28.45,主 + 陽28.45,5樓/5樓,3房2廳2衛,有裝潢有景觀有陽台有 292 人也在關注這間👀,"1,268萬","1,080","1,268萬1,080萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/3523YZ?breadcrumb=list,正義北路低總價美妝公寓,新北市三重區文化北路,公寓,34.3年,建坪 23.9,主 + 陽23.9,5樓/5樓,2房2廳2衛2室,有裝潢有陽台廁所開窗有 323 人也在關注這間👀,"1,698萬","1,458","1,698萬1,458萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/3060BL?breadcrumb=list,屋主誠售國順３房車位國順京都,新北市蘆洲區光華路,大樓,32.2年,建坪 49.05,主 + 陽30.79,8樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 1360 人也在關注這間👀,"2,800萬","2,450","2,800萬2,450萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/7473KT?breadcrumb=list,清淞。擁有日式度假湯屋清淞,新北市淡水區淡金路,大樓,17.2年,建坪 14.91,主 + 陽9.44,7樓/29樓,1房1廳1衛,有裝潢廁所開窗警衛管理有 558 人也在關注這間👀,680萬,598,680萬598萬,
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/6699RJ?breadcrumb=list,正義聯盟。臻藏兩房車位,新北市五股區芳洲二路,大樓,1.9年,建坪 36.48,主 + 陽16.57,4樓/14樓,2房2廳2衛,有裝潢有景觀前後陽台有 59 人也在關注這間👀,"1,558萬","1,558","1,558萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/9636HY?breadcrumb=list,景安双捷一品高樓有車位双捷一品,新北市中和區景平路,大樓,4.1年,建坪 31.81,主 + 陽14.61,10樓/12樓,1房2廳1衛,有裝潢有景觀有陽台有 288 人也在關注這間👀,"2,558萬","2,398","2,558萬2,398萬",升降平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/8124WV?breadcrumb=list,聯上涵翠公園景觀值得臻藏聯上涵翠,新北市板橋區華江一路,大樓,5.9年,建坪 49.63,主 + 陽22.75,11樓/17樓,2房2廳2衛1室,有裝潢有景觀有陽台有 584 人也在關注這間👀,"3,680萬","3,280","3,680萬3,280萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/6674MZ?breadcrumb=list,永康森活２房車位,新北市蘆洲區永康街,華廈,10.3年,建坪 38.73,主 + 陽19.44,6樓/7樓,2房2廳1衛,有裝潢有景觀前後陽台有 701 人也在關注這間👀,"2,880萬","2,158","2,880萬2,158萬",塔式車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/05551C?breadcrumb=list,【典藏】海帝高樓美景經典海帝,新北市淡水區中正東路一段,大樓,15.2年,建坪 206.51,主 + 陽116.49,21樓/27樓,2房3廳4.5衛4室,有裝潢有景觀前後陽台有 229 人也在關注這間👀,"11,188萬","9,688","11,188萬9,688萬",兩個以上車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/27252V?breadcrumb=list,海帝山河美景假期海帝,新北市淡水區中正東路一段,大樓,15.2年,建坪 83.95,主 + 陽48.48,21樓/27樓,1房2廳2.5衛1室(含加蓋1室),有裝潢有景觀前後陽台有 298 人也在關注這間👀,"4,636萬","4,008","4,636萬4,008萬",坡道平面車位
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/0863VT?breadcrumb=list,捷運精美兩房☘皇勝憘悅☘皇勝憘悅,新北市板橋區民生路一段,大樓,15.2年,建坪 20.8,主 + 陽14.15,5樓/21樓,2房1廳1衛,有裝潢有陽台警衛管理有 2077 人也在關注這間👀,"1,798萬","1,568","1,798萬1,568萬",
2025_11_22 22_42_42,3,https://www.sinyi.com.tw//buy/house/1605UC?breadcrumb=list,區公所捷運公園公寓二樓,新北市新店區新祥街,公寓,53.6年,建坪 24.78,主 + 陽24.79,2樓/4樓,3房2廳1衛,有裝潢前後陽台有陽台有 1147 人也在關注這間👀,"1,688萬","1,498","1,688萬1,498萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/8177GR?breadcrumb=list,中國海裝潢美四房中國海,新北市新莊區西盛街,大樓,33.1年,建坪 39.98,主 + 陽33.67,3樓/16樓,4房2廳2衛,有裝潢前後陽台有陽台有 200 人也在關注這間👀,"1,899萬","1,788","1,899萬1,788萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/5004BY?breadcrumb=list,稀有次頂樓電梯河景美兩房常勝江山-D區,新北市三重區環河北路二段,大樓,27.0年,建坪 19.78,主 + 陽16.32,12樓/13樓,2房1廳1衛,有裝潢有景觀有陽台有 1167 人也在關注這間👀,"1,500萬","1,380","1,500萬1,380萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/2213KZ?breadcrumb=list,扶輪公園三房雙車位露臺戶百水硯,新北市林口區文化三路一段,大樓,13.1年,建坪 73.86,主 + 陽39.61,2樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 0 人也在關注這間👀,"3,288萬","3,288","3,288萬",兩個以上車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/0246RG?breadcrumb=list,龍長吟３房車位龍長吟,新北市新莊區龍安路,大樓,30.5年,建坪 39.04,主 + 陽31.38,4樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 0 人也在關注這間👀,"1,888萬","1,888","1,888萬",坡道機械車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/7392JF?breadcrumb=list,麗緻雅都大三房麗緻雅都/貿商二...,新北市五股區自強路,華廈,23.1年,建坪 47.15,主 + 陽32.04,4樓/7樓,3房2廳2衛,有景觀前後陽台有陽台有 0 人也在關注這間👀,"1,690萬","1,690","1,690萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/5713MQ?breadcrumb=list,海德公園邊間四房車位海德公園,新北市板橋區雙十路二段,大樓,25.1年,建坪 60.5,主 + 陽37.41,5樓/22樓,4房2廳2衛,有裝潢有景觀前後陽台有 925 人也在關注這間👀,"3,990萬","3,600","3,990萬3,600萬",坡道平面車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/1388HH?breadcrumb=list,面校綠意•二樓溫馨寓所,新北市板橋區重慶路,公寓,44.7年,建坪 27.37,主 + 陽27.36,2樓/5樓,3房2廳1衛,有裝潢廁所開窗房間皆有窗有 363 人也在關注這間👀,"1,588萬","1,348","1,588萬1,348萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/0880WQ?breadcrumb=list,藍海開闊空間高樓景觀戶藍海,新北市淡水區中正東路二段,大樓,16.5年,建坪 98.69,主 + 陽54.64,19樓/38樓,1廳2衛1室(含加蓋1室),警衛管理具垃圾處理健身房有 124 人也在關注這間👀,"4,588萬","3,988","4,588萬3,988萬",兩個以上車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/2836MQ?breadcrumb=list,旬味時光。幸福寓所,新北市三重區力行路一段,公寓,45.0年,建坪 26.74,主 + 陽26.74,3樓/4樓,3房2廳1衛(含加蓋1廳),有陽台廁所開窗警衛管理有 484 人也在關注這間👀,"1,550萬","1,080","1,550萬1,080萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/8069ZF?breadcrumb=list,健華新城寧靜樹景３房車位健華新城,新北市板橋區文化路一段,大樓,19.9年,建坪 55.08,主 + 陽33.54,2樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 238 人也在關注這間👀,"3,950萬","3,700","3,950萬3,700萬",坡道平面車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/8297LU?breadcrumb=list,誠售竹林前後陽台公寓三樓,新北市永和區竹林路,公寓,45.9年,建坪 32.38,主 + 陽32.38,3樓/5樓,3房2廳1.5衛,前後陽台有陽台廁所開窗有 685 人也在關注這間👀,"2,158萬","1,780","2,158萬1,780萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/1210ML?breadcrumb=list,保平路採光電梯３房,新北市永和區保平路,華廈,47.1年,建坪 39.05,主 + 陽39.06,5樓/8樓,3房2廳2衛,前後陽台有陽台廁所開窗有 262 人也在關注這間👀,"2,768萬","2,298","2,768萬2,298萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/6980KN?breadcrumb=list,全新交屋·青沐雙主臥三房,新北市五股區新城一路,華廈,0.4年,建坪 48.03,主 + 陽22.65,5樓/8樓,3房2廳3衛,有景觀有陽台廁所開窗有 103 人也在關注這間👀,"2,280萬","1,998","2,280萬1,998萬",坡道平面車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/9194KH?breadcrumb=list,後港公園．電梯四房車位,新北市新莊區建安街,華廈,19.1年,建坪 50.49,主 + 陽29.5,2樓/7樓,4房2廳2衛,有裝潢有景觀有陽台有 689 人也在關注這間👀,"2,480萬","2,298","2,480萬2,298萬",升降平面車位
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/8300FG?breadcrumb=list,自強黃金三樓前後陽台美寓,新北市板橋區自強新村,公寓,50.2年,建坪 32.77,主 + 陽32.77,3樓/4樓,3房2廳2衛,前後陽台有陽台廁所開窗有 216 人也在關注這間👀,"1,688萬","1,580","1,688萬1,580萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/5517SR?breadcrumb=list,高質感第一讚❤一站到北市台北橋第一讚,新北市三重區福德南路,辦公/大樓,25.7年,建坪 11.77,主 + 陽8.36,8樓/13樓,1房1衛,有裝潢有陽台警衛管理有 5 人也在關注這間👀,"1,098萬","1,098","1,098萬",
2025_11_22 22_42_53,4,https://www.sinyi.com.tw//buy/house/7529KQ?breadcrumb=list,嘉年華藝韻美學豪邸全球嘉年華,新北市蘆洲區永樂街,大樓,28.0年,建坪 55.19,主 + 陽34.35,2樓/14樓,3房2廳2衛1室,有裝潢有景觀有陽台有 491 人也在關注這間👀,"3,068萬","2,680","3,068萬2,680萬",坡道平面車位
