抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/3228KJ?breadcrumb=list,金華龍門綠蔭四房車位可買泰順雅筑,台北市大安區泰順街,華廈,44.3年,建坪 48.95,主 + 陽43.7,6樓/7樓,4房2廳2衛1室,https://www.sinyi.com.tw/buy/house/3228KJ?breadcrumb=list,有裝潢有景觀有陽台有 3032 人也在關注這間👀,有 3032 人也在關注這間👀,"5,380萬","4,880",
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/1082CC?breadcrumb=list,近美麗華雙併名宅三房大戶詠大直,台北市內湖區文湖街,大樓,10.0年,建坪 110.04,主 + 陽58.17,6樓/11樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1082CC?breadcrumb=list,有裝潢有景觀前後陽台有 1317 人也在關注這間👀,有 1317 人也在關注這間👀,"7,888萬","6,980",兩個以上車位
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/31346D?breadcrumb=list,大直純住區：國美大真國美大真,台北市中山區樂群二路,大樓,10.8年,建坪 178.74,主 + 陽89.57,6樓/11樓,3房2廳4衛2室,https://www.sinyi.com.tw/buy/house/31346D?breadcrumb=list,有裝潢有景觀前後陽台有 914 人也在關注這間👀,有 914 人也在關注這間👀,"29,280萬","26,000",兩個以上車位
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/0491LL?breadcrumb=list,興隆美寓大空間,台北市文山區興隆路三段,公寓,46.3年,建坪 34.45,主 + 陽34.45,5樓/5樓,5房4廳3衛(含加蓋2房2廳1衛),https://www.sinyi.com.tw/buy/house/0491LL?breadcrumb=list,有裝潢前後陽台有陽台有 739 人也在關注這間👀,有 739 人也在關注這間👀,"1,880萬","1,650",
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/9225UP?breadcrumb=list,【ＶＲ】敦南如意兩房車位敦南如意,台北市文山區興隆路二段,大樓,28.3年,建坪 35.47,主 + 陽19.28,9樓/11樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/9225UP?breadcrumb=list,有裝潢有景觀有陽台有 888 人也在關注這間👀,有 888 人也在關注這間👀,"2,500萬","2,231",坡道平面車位
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/4004ZC?breadcrumb=list,華固大安學府新屋三房,台北市大安區復興南路二段,大樓,0.7年,建坪 56.13,主 + 陽29.88,10樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4004ZC?breadcrumb=list,有景觀有陽台廁所開窗有 1720 人也在關注這間👀,有 1720 人也在關注這間👀,"8,800萬","8,288",坡道平面車位
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/2995TK?breadcrumb=list,晴光商圈電梯華廈,台北市中山區新生北路三段,辦公,47.7年,建坪 29.37,主建物24.39,5樓/6樓,1廳1衛,https://www.sinyi.com.tw/buy/house/2995TK?breadcrumb=list,廁所開窗房間皆有窗具垃圾處理有 439 人也在關注這間👀,有 439 人也在關注這間👀,"2,198萬","1,988",
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/1732VP?breadcrumb=list,前港公園明亮美寓,台北市士林區華齡街,公寓,41.5年,建坪 37.19,主 + 陽36.24,5樓/5樓,3房3廳2衛(含加蓋1廳),https://www.sinyi.com.tw/buy/house/1732VP?breadcrumb=list,有裝潢有景觀前後陽台有 1812 人也在關注這間👀,有 1812 人也在關注這間👀,"2,250萬","1,990",
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/35789A?breadcrumb=list,天母電梯３房＋車位天母麗晶,台北市士林區中山北路六段,華廈,30.7年,建坪 66.12,主建物27.39,1樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/35789A?breadcrumb=list,有裝潢有景觀有陽台有 846 人也在關注這間👀,有 846 人也在關注這間👀,"4,880萬","3,980",兩個以上車位
2025_10_15 22_15_05,1,https://www.sinyi.com.tw//buy/house/32672T?breadcrumb=list,慈安首璽高樓誠意出售慈安首璽,台北市萬華區中華路二段,大樓,13.3年,建坪 52.88,主 + 陽31.39,7樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/32672T?breadcrumb=list,有裝潢有景觀前後陽台有 1586 人也在關注這間👀,有 1586 人也在關注這間👀,"4,280萬","3,950",坡道平面車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6246SH?breadcrumb=list,近雙子星．電梯四房有管理塔城龍門,台北市大同區鄭州路,大樓,36.3年,建坪 42.25,主 + 陽33.22,8樓/17樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/6246SH?breadcrumb=list,有裝潢有景觀有陽台有 431 人也在關注這間👀,有 431 人也在關注這間👀,"4,188萬","3,778",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/7752WP?breadcrumb=list,鄉林大器溫泉三房雙車位,台北市北投區溫泉路,華廈,11.5年,建坪 91.69,主 + 陽43.65,2樓/5樓,3房2廳2衛2室,https://www.sinyi.com.tw/buy/house/7752WP?breadcrumb=list,有裝潢有景觀前後陽台有 656 人也在關注這間👀,有 656 人也在關注這間👀,"6,680萬","5,988",兩個以上車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/1517DJ?breadcrumb=list,專約正面中山北景觀住辦,台北市中山區中山北路三段,大樓/辦公,48.6年,建坪 36.21,主建物29.18,10樓/11樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/1517DJ?breadcrumb=list,有裝潢有景觀廁所開窗有 317 人也在關注這間👀,有 317 人也在關注這間👀,"2,788萬","2,528",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6393UR?breadcrumb=list,超站Ｓ高樓成家首選超站S,台北市大同區民權西路,大樓,6.3年,建坪 17.53,主 + 陽12.29,16樓/19樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/6393UR?breadcrumb=list,有裝潢有陽台警衛管理有 2163 人也在關注這間👀,有 2163 人也在關注這間👀,"2,390萬","2,190",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/4262SQ?breadcrumb=list,近葫洲捷運景觀三房大戶力霸湖濱,台北市內湖區民權東路六段,大樓,31.1年,建坪 62.66,主 + 陽38.71,13樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4262SQ?breadcrumb=list,有裝潢有景觀警衛管理有 291 人也在關注這間👀,有 291 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6394LB?breadcrumb=list,大直街靜巷公寓,台北市中山區大直街,公寓,48.8年,建坪 36.09,主 + 陽36.09,4樓/4樓,6房3廳3衛(含加蓋3房1廳1衛),https://www.sinyi.com.tw/buy/house/6394LB?breadcrumb=list,有裝潢前後陽台有陽台有 709 人也在關注這間👀,有 709 人也在關注這間👀,"2,960萬","2,788",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/5327KQ?breadcrumb=list,專任－花園１樓裝潢面中庭松山新城乙標第十...,台北市松山區健康路,大樓,23.4年,建坪 41.44,主 + 陽24.64,1樓/18樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/5327KQ?breadcrumb=list,有裝潢有陽台房間皆有窗有 1084 人也在關注這間👀,有 1084 人也在關注這間👀,"4,200萬","3,998",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/7235VG?breadcrumb=list,東區精緻雙捷面公園美兩房萬象大廈,台北市大安區復興南路一段,大樓,43.8年,建坪 26.77,主 + 陽20.7,5樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7235VG?breadcrumb=list,有裝潢有景觀有陽台有 6435 人也在關注這間👀,有 6435 人也在關注這間👀,"2,480萬","2,288",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/9765GG?breadcrumb=list,湖觀萊茵●捷運學區三房民權湖觀-萊茵區,台北市內湖區民權東路六段,大樓,31.6年,建坪 36.32,主 + 陽29.36,7樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9765GG?breadcrumb=list,有裝潢有陽台廁所開窗有 851 人也在關注這間👀,有 851 人也在關注這間👀,"3,750萬","3,250",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/8763KZ?breadcrumb=list,芝山捷運鄰公園收租宅,台北市士林區至誠路二段,公寓,43.3年,建坪 32.58,主 + 陽29.19,5樓/5樓,7房2廳7衛1室(含加蓋2房1廳2衛),https://www.sinyi.com.tw/buy/house/8763KZ?breadcrumb=list,有裝潢有景觀有陽台有 673 人也在關注這間👀,有 673 人也在關注這間👀,"2,580萬","2,238",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6111LS?breadcrumb=list,三面採光●近捷運邊間三房,台北市大安區安居街,公寓,41.8年,建坪 35.97,主 + 陽35.03,3樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6111LS?breadcrumb=list,有陽台廁所開窗房間皆有窗有 925 人也在關注這間👀,有 925 人也在關注這間👀,"2,788萬","2,588",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/8403UL?breadcrumb=list,國際名紳國際名紳,台北市信義區松德路,大樓,31.0年,建坪 51.97,主 + 陽33.54,2樓/24樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/8403UL?breadcrumb=list,警衛管理具垃圾處理花園有 444 人也在關注這間👀,有 444 人也在關注這間👀,"5,588萬","5,158",坡道平面車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/5287DS?breadcrumb=list,【ＶＲ】愛眉山莊三房車位愛眉山莊,台北市文山區辛亥路四段,大樓,22.1年,建坪 62.23,主 + 陽34.37,7樓/11樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5287DS?breadcrumb=list,有裝潢有景觀廁所開窗有 1890 人也在關注這間👀,有 1890 人也在關注這間👀,"4,568萬","3,688",坡道平面車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6691UN?breadcrumb=list,靜心學府邊間３房車位景星學苑,台北市文山區景華街,華廈,18.1年,建坪 43.64,主 + 陽24.82,2樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6691UN?breadcrumb=list,有裝潢有景觀前後陽台有 2629 人也在關注這間👀,有 2629 人也在關注這間👀,"4,216萬","3,380",升降機械車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6909NZ?breadcrumb=list,北投昇陽明薇閣家長首選昇陽明,台北市北投區光明路,大樓,14.4年,建坪 57.27,主 + 陽32.9,13樓/14樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/6909NZ?breadcrumb=list,有裝潢有景觀前後陽台有 599 人也在關注這間👀,有 599 人也在關注這間👀,"4,580萬","4,200",兩個以上車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/7836ZX?breadcrumb=list,敦南ＷＯＷ邊間精品小豪宅,台北市大安區安和路二段,華廈/套房,4.6年,建坪 17.05,主 + 陽8.62,4樓/7樓,1房1廳1衛1室(含加蓋1室),https://www.sinyi.com.tw/buy/house/7836ZX?breadcrumb=list,有裝潢有景觀有陽台有 1146 人也在關注這間👀,有 1146 人也在關注這間👀,"2,710萬","2,297",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/7346TB?breadcrumb=list,仁愛鑽石面林蔭邊間四房鑽石大廈,台北市大安區仁愛路四段,大樓/辦公,48.6年,建坪 48.51,主 + 陽38.51,2樓/12樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7346TB?breadcrumb=list,有景觀有陽台廁所開窗有 888 人也在關注這間👀,有 888 人也在關注這間👀,"7,200萬","5,880",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/2436GV?breadcrumb=list,【專任】千荷田１０１美景千荷田,台北市中正區汀州路一段,大樓,13.1年,建坪 113.18,主 + 陽49.97,16樓/20樓,4房2廳3衛1室,https://www.sinyi.com.tw/buy/house/2436GV?breadcrumb=list,有裝潢有景觀有陽台有 1014 人也在關注這間👀,有 1014 人也在關注這間👀,"9,580萬","8,988",兩個以上車位
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/6177XU?breadcrumb=list,麗湖學區高樓山景美屋佛羅倫斯,台北市內湖區金湖路,華廈,26.5年,建坪 14.65,主 + 陽10.75,10樓/10樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/6177XU?breadcrumb=list,有裝潢有景觀前後陽台有 1830 人也在關注這間👀,有 1830 人也在關注這間👀,"1,890萬","1,758",
2025_10_15 22_15_11,2,https://www.sinyi.com.tw//buy/house/0782PT?breadcrumb=list,政大黃金三樓稀有釋出,台北市文山區指南路二段,公寓,49.8年,建坪 32.42,主 + 陽32.42,3樓/4樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/0782PT?breadcrumb=list,有裝潢前後陽台有陽台有 928 人也在關注這間👀,有 928 人也在關注這間👀,"1,788萬","1,368",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/2125GK?breadcrumb=list,✿中正高樓三房景觀戶✿中正新城,台北市萬華區萬大路,大樓,43.0年,建坪 30.38,主 + 陽23.46,8樓/12樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/2125GK?breadcrumb=list,有裝潢有景觀廁所開窗有 11 人也在關注這間👀,有 11 人也在關注這間👀,加入最愛,"2,080",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3202NH?breadcrumb=list,大直明水路住宅露臺戶銘家,台北市中山區明水路,大樓,31.8年,建坪 48.45,主 + 陽30.78,2樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/3202NH?breadcrumb=list,有裝潢有景觀前後陽台有 1582 人也在關注這間👀,有 1582 人也在關注這間👀,"5,230萬","4,988",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/9732CL?breadcrumb=list,高樓裝潢捷運車位匯泰當代,台北市中山區長安西路,大樓,19.9年,建坪 46.43,主 + 陽26.06,13樓/14樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/9732CL?breadcrumb=list,有裝潢有景觀前後陽台有 18 人也在關注這間👀,有 18 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/0581LN?breadcrumb=list,忠孝新生泰安官址林蔭美邸泰安觀止,台北市中正區泰安街,大樓,19.7年,建坪 122.45,主 + 陽55.96,5樓/11樓,4房2廳2衛2室(含加蓋1房),https://www.sinyi.com.tw/buy/house/0581LN?breadcrumb=list,有景觀有陽台房間皆有窗有 926 人也在關注這間👀,有 926 人也在關注這間👀,"14,168萬","12,800",兩個以上車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/4372ZZ?breadcrumb=list,七段圓環安靜美寓,台北市士林區中山北路七段,公寓,42.7年,建坪 24.58,主 + 陽24.57,3樓/5樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/4372ZZ?breadcrumb=list,前後陽台有陽台廁所開窗有 1215 人也在關注這間👀,有 1215 人也在關注這間👀,"1,580萬","1,460",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/9462AF?breadcrumb=list,愛眉山莊☘文青靜好美三房愛眉山莊,台北市文山區辛亥路四段,大樓,22.1年,建坪 43.2,主 + 陽31.19,4樓/11樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/9462AF?breadcrumb=list,有裝潢有景觀有陽台有 25 人也在關注這間👀,有 25 人也在關注這間👀,"3,480萬","3,280",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/8114ZP?breadcrumb=list,［捷運］岳泰峰範三房車位岳泰峰範,台北市文山區景文街,華廈,10.5年,建坪 46.77,主 + 陽22,7樓/7樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/8114ZP?breadcrumb=list,有裝潢有景觀房間皆有窗有 679 人也在關注這間👀,有 679 人也在關注這間👀,"4,688萬","4,080",坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/5247TX?breadcrumb=list,台大文豪露台４房坡平車位,台北市大安區泰順街,華廈,27.3年,建坪 69.63,主 + 陽40.21,9樓/9樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/5247TX?breadcrumb=list,有裝潢有景觀前後陽台有 3658 人也在關注這間👀,有 3658 人也在關注這間👀,"9,980萬","7,880",坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/2317QT?breadcrumb=list,專任近忠孝復興捷運小資屋怡暉大廈,台北市大安區復興南路一段,辦公/大樓,41.0年,建坪 8.4,主 + 陽7.03,4樓/12樓,1廳1衛,https://www.sinyi.com.tw/buy/house/2317QT?breadcrumb=list,有裝潢警衛管理具垃圾處理有 1317 人也在關注這間👀,有 1317 人也在關注這間👀,"1,280萬","1,080",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/7625AK?breadcrumb=list,八方來財崇偉大樓三房車位南京崇偉大樓,台北市松山區南京東路五段,大樓/辦公,43.0年,建坪 54.94,主 + 陽35.4,7樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7625AK?breadcrumb=list,有景觀前後陽台有陽台有 571 人也在關注這間👀,有 571 人也在關注這間👀,"4,280萬","3,980",坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/6821RB?breadcrumb=list,天東新光全新三房車位,台北市士林區天母東路,大樓,1.4年,建坪 44.25,主 + 陽26.23,4樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6821RB?breadcrumb=list,前後陽台有陽台廁所開窗有 1517 人也在關注這間👀,有 1517 人也在關注這間👀,"4,688萬","4,288",塔式車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/38750W?breadcrumb=list,湖水裔精美二房湖水裔,台北市內湖區文德路,大樓/辦公,15.6年,建坪 38.19,主 + 陽14.71,2樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/38750W?breadcrumb=list,有裝潢有景觀有陽台有 222 人也在關注這間👀,有 222 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3727FC?breadcrumb=list,忠孝捷運海華博愛學區美廈忠孝海華社區三,台北市信義區忠孝東路五段,華廈,43.4年,建坪 32.3,主 + 陽25.67,4樓/7樓,4房2廳1衛,https://www.sinyi.com.tw/buy/house/3727FC?breadcrumb=list,有裝潢前後陽台有陽台有 1407 人也在關注這間👀,有 1407 人也在關注這間👀,"3,380萬","3,188",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/4025WK?breadcrumb=list,南港綠意公園大空間,台北市南港區舊莊街一段,公寓,35.7年,建坪 26.02,主 + 陽23.9,5樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/4025WK?breadcrumb=list,有裝潢廁所開窗近公園有 3052 人也在關注這間👀,有 3052 人也在關注這間👀,"1,980萬","1,380",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/8104HB?breadcrumb=list,鋼骨高樓邊間四房坡平,台北市萬華區康定路,大樓,9.5年,建坪 61.47,主 + 陽31.35,13樓/26樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8104HB?breadcrumb=list,有景觀前後陽台有陽台有 0 人也在關注這間👀,有 0 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3923MX?breadcrumb=list,璞趣高樓景觀明星學區璞趣,台北市中正區羅斯福路一段,大樓,16.1年,建坪 18.13,主建物10.3,13樓/14樓,2房1廳1衛(含加蓋1房),https://www.sinyi.com.tw/buy/house/3923MX?breadcrumb=list,有裝潢有景觀房間皆有窗有 184 人也在關注這間👀,有 184 人也在關注這間👀,加入最愛,"3,499",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3599HB?breadcrumb=list,高樓巧洋花園３房＋車位巧洋花園,台北市內湖區星雲街,大樓,20.3年,建坪 38.95,主 + 陽19.74,12樓/14樓,3房2廳1衛1室(含加蓋1室),https://www.sinyi.com.tw/buy/house/3599HB?breadcrumb=list,有裝潢有景觀前後陽台有 963 人也在關注這間👀,有 963 人也在關注這間👀,"3,888萬","3,600",坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3971AM?breadcrumb=list,稀有釋出天母愛座三房車位天母華琪-愛座,台北市士林區天母東路,華廈,47.6年,建坪 40.54,主建物25.25,6樓/8樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3971AM?breadcrumb=list,有裝潢有景觀有陽台有 90 人也在關注這間👀,有 90 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/3514WT?breadcrumb=list,⭐邊間興隆三房美宅,台北市文山區興隆路二段,公寓,46.6年,建坪 27.59,主 + 陽27.59,3樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/3514WT?breadcrumb=list,有裝潢前後陽台有陽台有 1869 人也在關注這間👀,有 1869 人也在關注這間👀,"1,850萬","1,750",
2025_10_15 22_15_18,3,https://www.sinyi.com.tw//buy/house/2514KQ?breadcrumb=list,赤峰商圈雙連極緻２房雙連極緻,台北市大同區承德路二段,大樓,21.3年,建坪 23.39,主 + 陽15.96,5樓/11樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2514KQ?breadcrumb=list,有裝潢有景觀有陽台有 342 人也在關注這間👀,有 342 人也在關注這間👀,加入最愛,"2,980",
2025_10_15 22_15_25,4,https://www.sinyi.com.tw//buy/house/8602CZ?breadcrumb=list,【低總價】美寓誠意出售,台北市北投區稻香路,公寓,45.4年,建坪 16.3,主 + 陽14.78,4樓/4樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/8602CZ?breadcrumb=list,有裝潢有景觀有陽台有 0 人也在關注這間👀,有 0 人也在關注這間👀,加入最愛,998,
2025_10_15 22_15_25,4,https://www.sinyi.com.tw//buy/house/1730YU?breadcrumb=list,迪化世家大空間車位,台北市大同區延平北路二段,辦公,26.5年,建坪 60.41,主 + 陽36.93,5樓/10樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1730YU?breadcrumb=list,有裝潢前後陽台有陽台有 18 人也在關注這間👀,有 18 人也在關注這間👀,(含車位價),加入最愛,升降平面車位
2025_10_15 22_15_25,4,https://www.sinyi.com.tw//buy/house/1817CD?breadcrumb=list,面公園綠景電梯三房,台北市信義區和平東路三段,華廈,44.6年,建坪 23.68,主 + 陽23.68,3樓/7樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/1817CD?breadcrumb=list,有景觀有陽台廁所開窗有 798 人也在關注這間👀,有 798 人也在關注這間👀,"2,788萬","2,626",
2025_10_15 22_15_25,4,https://www.sinyi.com.tw//buy/house/2618NU?breadcrumb=list,匯泰鴻◆輕豪宅高樓近捷運匯泰鴻,台北市中山區建國北路二段,大樓,1.2年,建坪 27.43,主 + 陽14.79,11樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2618NU?breadcrumb=list,有裝潢毛胚屋有景觀有 190 人也在關注這間👀,有 190 人也在關注這間👀,(含車位價),加入最愛,其他
