抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/5052TD?breadcrumb=list,陽明商圈永信建設三房平車卡第亞,高雄市三民區義華路,大樓,24.7年,建坪 40.49,主 + 陽24.99,3樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 2876 人也在關注這間👀,1088萬,"1,088",1088萬,坡道平面車位
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/0410JL?breadcrumb=list,成家首選兩房28行館,高雄市仁武區京吉五路,大樓,8.1年,建坪 29.73,主 + 陽19.37,8樓/15樓,2房1廳1衛,有裝潢有景觀警衛管理有 861 人也在關注這間👀,888萬,888,888萬,
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/9100MD?breadcrumb=list,中都映象｜綠海精裝美邸樹禾苑,高雄市三民區美都路,大樓,2.4年,建坪 44.94,主 + 陽23.22,16樓/24樓,2房2廳2衛,有裝潢有景觀有陽台有 345 人也在關注這間👀,1998萬,"1,998",1998萬,坡道平面車位
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/8253HV?breadcrumb=list,遠見峰悅高樓成家３房平車遠見峰悅,高雄市楠梓區大學五十六街,大樓,2.0年,建坪 49.98,主 + 陽26.31,9樓/24樓,3房2廳2衛,有裝潢前後陽台有陽台有 364 人也在關注這間👀,1780萬,"1,780",1780萬,坡道平面車位
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/7742WZ?breadcrumb=list,巨蛋捷運·新市民兩房平車博愛新市民,高雄市左營區立信路,大樓,26.6年,建坪 32.07,主 + 陽17.42,4樓/13樓,2房2廳1衛,有陽台房間皆有窗警衛管理有 106 人也在關注這間👀,1088萬,"1,088",1088萬,坡道平面車位
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/8155GW?breadcrumb=list,農十六悅讀景觀三房車位悅讀工坊,高雄市鼓山區裕國街,大樓,19.7年,建坪 41.14,主 + 陽25.83,8樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 327 人也在關注這間👀,1788萬,"1,788",1788萬,坡道機械車位
2025_11_24 17_32_01,3,https://www.sinyi.com.tw//buy/house/6081AT?breadcrumb=list,翠華近台鐵適辦公庭院宅翠華國宅一期,高雄市左營區翠華路,大樓,27.0年,建坪 46.05,主建物25.85,1樓/16樓,3房2廳2衛1室,前後陽台有陽台廁所開窗有 232 人也在關注這間👀,1298萬,"1,298",1298萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/5665VM?breadcrumb=list,近捷運太子鎮衛浴開窗兩房太子鎮,高雄市橋頭區新東一街,大樓,15.7年,建坪 29.75,主 + 陽19.93,4樓/14樓,2房2廳1衛,有裝潢廁所開窗警衛管理有 38 人也在關注這間👀,868萬,868,868萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/4824WV?breadcrumb=list,✨海揚必信採光二房車位,高雄市鹽埕區七賢三路,大樓,19.0年,建坪 26.61,主 + 陽17.2,5樓/14樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 455 人也在關注這間👀,1018萬,"1,018",1018萬,坡道機械車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/0617YF?breadcrumb=list,公園書香靜謐配平車公園圖書館,高雄市前鎮區武慶一路,華廈,30.0年,建坪 52.08,主 + 陽34.26,8樓/10樓,3房2廳2衛,有裝潢有景觀前後陽台有 948 人也在關注這間👀,1280萬,"1,280",1280萬,坡道平面車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/9080PT?breadcrumb=list,楠梓近藍田公園三房車位金革景湛,高雄市楠梓區藍田路,大樓,14.9年,建坪 40.4,主 + 陽24.28,10樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 1292 人也在關注這間👀,1198萬,"1,198",1198萬,坡道機械車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/7927JX?breadcrumb=list,鳳山近公園低總價騎樓店住,高雄市鳳山區中山路,店面/公寓,44.2年,建坪 25.08,主 + 陽21.9,1-2樓/5樓,1房3廳2衛(含加蓋1衛),廁所開窗房間皆有窗近公園有 1838 人也在關注這間👀,668萬,668,668萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/3482FF?breadcrumb=list,美術艾美館高樓景觀兩房本業艾美館,高雄市鼓山區美術南五街,大樓,13.1年,建坪 29.49,主 + 陽19.38,15樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 251 人也在關注這間👀,1200萬,"1,200",1200萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/3668CS?breadcrumb=list,德賢大河漾次頂樓２房平移大河漾,高雄市楠梓區翠屏路,大樓,11.0年,建坪 28.42,主 + 陽15.25,14樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 130 人也在關注這間👀,1080萬,"1,080",1080萬,坡道機械車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/4203NN?breadcrumb=list,五甲商圈採光三房美屋,高雄市鳳山區南正二路,公寓,38.1年,建坪 25.67,主建物25.67,5樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 1172 人也在關注這間👀,470萬,470,470萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/7222CB?breadcrumb=list,獨家✨美術館旁大三房美宅,高雄市鼓山區九如四路,大樓,36.5年,建坪 42.56,主 + 陽33.67,9樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 236 人也在關注這間👀,988萬,988,988萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/5385DX?breadcrumb=list,北高３房平車．誠意釋出中,高雄市仁武區永仁街,大樓,27.9年,建坪 37.11,主 + 陽26.18,1樓/11樓,3房2廳2衛,有裝潢前後陽台有陽台有 447 人也在關注這間👀,888萬,888,888萬,坡道平面車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/5764MW?breadcrumb=list,捷運前金站整層商辦,高雄市前金區中正四路,辦公/大樓,35.8年,建坪 173.56,主 + 陽125.81,5樓/12樓,1廳1衛6室,有裝潢有景觀前後陽台有 97 人也在關注這間👀,2880萬,"2,880",2880萬,升降平面車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/0234FZ?breadcrumb=list,專約．德賢商圈三房平車,高雄市楠梓區德祥路,華廈,33.5年,建坪 42.38,主 + 陽27.89,4樓/7樓,3房2廳2衛,前後陽台有陽台廁所開窗有 966 人也在關注這間👀,758萬,758,758萬,坡道平面車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/8251JG?breadcrumb=list,♞白天鵝精裝２房２衛平車美術白天鵝,高雄市鼓山區美術東四路,大樓,2.2年,建坪 37.89,主 + 陽19.99,11樓/24樓,2房2廳2衛,有裝潢有陽台警衛管理有 43 人也在關注這間👀,1688萬,"1,688",1688萬,坡道平面車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/2357QV?breadcrumb=list,太子敦園．鳳居極景雙平車太子敦園,高雄市前金區市中一路,大樓,18.7年,建坪 101.04,主 + 陽58.73,11樓/12樓,3房2廳3衛,有裝潢前後陽台有陽台有 36 人也在關注這間👀,3288萬,"3,288",3288萬,兩個以上車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/6738BT?breadcrumb=list,近大東公園三房車位,高雄市鳳山區瑞興路,華廈,30.2年,建坪 39.3,主 + 陽24.25,3樓/8樓,3房2廳2衛,有裝潢前後陽台有陽台有 913 人也在關注這間👀,888萬,888,888萬,坡道機械車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/7356CN?breadcrumb=list,巨蛋商圈！敦園三房雙平車敦園,高雄市鼓山區華泰路,大樓,9.9年,建坪 60.58,主 + 陽29.05,13樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 396 人也在關注這間👀,2468萬,"2,468",2468萬,兩個以上車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/4078CJ?breadcrumb=list,蕭邦景觀方正美二房蕭邦,高雄市三民區明賢街,大樓,30.0年,建坪 24.06,主 + 陽17.12,4樓/13樓,2房2廳1衛,有裝潢有景觀有陽台有 473 人也在關注這間👀,820萬,820,820萬,
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/0877UP?breadcrumb=list,首選這間高鐵旁雙平車豪邸LeMore站前...,高雄市左營區文府路,大樓,10.6年,建坪 82.2,主 + 陽37.69,2樓/15樓,3房2廳2衛,有裝潢前後陽台有陽台有 468 人也在關注這間👀,3200萬,"3,200",3200萬,兩個以上車位
2025_11_24 17_32_12,4,https://www.sinyi.com.tw//buy/house/7853CG?breadcrumb=list,近左營高鐵採光大三房平車陽光大樓,高雄市左營區大中二路,大樓,30.1年,建坪 44.2,主 + 陽30.65,4樓/24樓,3房2廳2衛,有裝潢有景觀前後陽台有 1167 人也在關注這間👀,1198萬,"1,198",1198萬,坡道平面車位
