抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/38782H?breadcrumb=list,近ＬＧ０８採光三樓,新北市中和區員山路,公寓,45.3年,建坪 25.02,主 + 陽25.02,3樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/38782H?breadcrumb=list,有裝潢前後陽台有陽台有 152 人也在關注這間👀,有 152 人也在關注這間👀,"1,388萬","1,288",
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/4780XX?breadcrumb=list,昇陽新莊四房車位昇陽新莊,新北市新莊區福壽街,華廈,26.9年,建坪 44,主 + 陽32.16,4樓/7樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/4780XX?breadcrumb=list,前後陽台有陽台房間皆有窗有 1092 人也在關注這間👀,有 1092 人也在關注這間👀,"2,898萬","2,560",坡道機械車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/0708BY?breadcrumb=list,巨蛋邊間景觀四房車位巨蛋,新北市板橋區民生路三段,大樓,19.1年,建坪 54.58,主 + 陽31.49,15樓/37樓,4房2廳2衛1室,https://www.sinyi.com.tw/buy/house/0708BY?breadcrumb=list,有裝潢有景觀有陽台有 800 人也在關注這間👀,有 800 人也在關注這間👀,"2,980萬","2,800",坡道平面車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/2138CH?breadcrumb=list,一層一戶經典美寓,新北市蘆洲區長安街,公寓,35.1年,建坪 36.58,主 + 陽35.07,4樓/5樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/2138CH?breadcrumb=list,有裝潢有陽台房間皆有窗有 344 人也在關注這間👀,有 344 人也在關注這間👀,"1,498萬","1,298",
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/0548JM?breadcrumb=list,撲滿大露台稀有美屋撲滿成家,新北市五股區五福路,大樓,30.0年,建坪 83.89,主 + 陽26.63,2樓/18樓,5房3廳2衛(含加蓋2房1廳),https://www.sinyi.com.tw/buy/house/0548JM?breadcrumb=list,前後陽台有陽台房間皆有窗有 224 人也在關注這間👀,有 224 人也在關注這間👀,"2,180萬","1,680",坡道平面車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/8562FT?breadcrumb=list,景安高樓電梯華廈三房,新北市中和區景新街,華廈,28.8年,建坪 32.73,主 + 陽28.18,7樓/7樓,6房2廳5衛(含加蓋3房3衛),https://www.sinyi.com.tw/buy/house/8562FT?breadcrumb=list,有裝潢廁所開窗房間皆有窗有 1709 人也在關注這間👀,有 1709 人也在關注這間👀,"2,708萬","2,098",
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/3262HQ?breadcrumb=list,陞月晴空捷運電梯三房車位一品陞月,新北市板橋區南雅南路一段,大樓,13.6年,建坪 44.09,主 + 陽25.71,12樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3262HQ?breadcrumb=list,有裝潢有景觀前後陽台有 1400 人也在關注這間👀,有 1400 人也在關注這間👀,"3,398萬","3,188",升降機械車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/2287SS?breadcrumb=list,元氣大鎮❤面中庭大空間元氣大鎮,新北市中和區中山路三段,辦公/大樓,17.4年,建坪 55.89,主 + 陽34.33,3樓/19樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2287SS?breadcrumb=list,有裝潢有陽台廁所開窗有 508 人也在關注這間👀,有 508 人也在關注這間👀,"3,280萬","2,918",坡道平面車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/5455GH?breadcrumb=list,日月光景觀遼闊３房車位日月光,新北市汐止區康寧街,大樓,29.3年,建坪 48.98,主 + 陽35.02,17樓/25樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5455GH?breadcrumb=list,有景觀廁所開窗房間皆有窗有 333 人也在關注這間👀,有 333 人也在關注這間👀,"2,088萬","1,680",坡道平面車位
2025_10_16 01_08_32,1,https://www.sinyi.com.tw//buy/house/1530ZH?breadcrumb=list,正隆麗池大四房＋平面車位正隆麗池,新北市板橋區民生路一段,大樓,22.7年,建坪 72.19,主 + 陽47,22樓/29樓,4房2廳2衛1室,https://www.sinyi.com.tw/buy/house/1530ZH?breadcrumb=list,有裝潢有景觀前後陽台有 1077 人也在關注這間👀,有 1077 人也在關注這間👀,"4,350萬","3,980",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/0394TB?breadcrumb=list,【專任】新美齊匯二房車位新美齊匯,新北市三重區朝陽街,大樓,6.1年,建坪 39.47,主 + 陽17,8樓/12樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/0394TB?breadcrumb=list,有裝潢房間皆有窗警衛管理有 282 人也在關注這間👀,有 282 人也在關注這間👀,"3,200萬","2,996",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/1057ZU?breadcrumb=list,⭐青年守則景觀高樓兩房⭐青年守則,新北市汐止區建成路,大樓,26.9年,建坪 23.81,主 + 陽16.37,23樓/23樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1057ZU?breadcrumb=list,有景觀有陽台房間皆有窗有 961 人也在關注這間👀,有 961 人也在關注這間👀,"1,538萬","1,398",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/3274AM?breadcrumb=list,台北橋捷運●亮麗裝潢美屋,新北市三重區福德北路,大樓,5.4年,建坪 15.38,主 + 陽10.56,4樓/13樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/3274AM?breadcrumb=list,有裝潢有陽台廁所開窗有 1552 人也在關注這間👀,有 1552 人也在關注這間👀,"1,680萬","1,399",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/2484TG?breadcrumb=list,Ａ９雙衛浴開窗前後陽台佳順家順,新北市林口區文化二路二段,大樓,8.2年,建坪 44.48,主 + 陽24.3,6樓/11樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2484TG?breadcrumb=list,有裝潢前後陽台有陽台有 1000 人也在關注這間👀,有 1000 人也在關注這間👀,"2,088萬","1,988",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/2525UJ?breadcrumb=list,冠東城●稀有高樓釋出東城大境-冠東城,新北市汐止區康寧街,辦公/大樓,5.1年,建坪 20.49,主 + 陽12.45,10樓/19樓,1廳1衛,https://www.sinyi.com.tw/buy/house/2525UJ?breadcrumb=list,有裝潢有陽台警衛管理有 496 人也在關注這間👀,有 496 人也在關注這間👀,"1,630萬","1,298",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/58650J?breadcrumb=list,八里名人巷正面排河景美寓,新北市八里區龍米路二段,公寓,45.6年,建坪 28.7,主 + 陽28.7,4樓/5樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/58650J?breadcrumb=list,有裝潢有景觀前後陽台有 3856 人也在關注這間👀,有 3856 人也在關注這間👀,"1,580萬","1,088",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/0587BL?breadcrumb=list,主推⭐青年守則三房車位青年守則,新北市汐止區建成路,大樓,26.9年,建坪 50.53,主 + 陽29.67,14樓/24樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0587BL?breadcrumb=list,有裝潢有景觀有陽台有 1011 人也在關注這間👀,有 1011 人也在關注這間👀,"2,350萬","2,058",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/4036RZ?breadcrumb=list,劍橋景觀●豪邸三房車位健弘新世界-劍橋...,新北市汐止區樟樹二路,大樓,29.7年,建坪 44.69,主 + 陽26.09,12樓/17樓,3房2廳1衛1室,https://www.sinyi.com.tw/buy/house/4036RZ?breadcrumb=list,有景觀有陽台廁所開窗有 660 人也在關注這間👀,有 660 人也在關注這間👀,"1,680萬","1,598",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/9356TQ?breadcrumb=list,搶手捷運中正新建美寓２樓,新北市新莊區中正路,公寓,45.5年,建坪 24.88,主 + 陽24.88,2樓/5樓,2房1廳1衛1室,https://www.sinyi.com.tw/buy/house/9356TQ?breadcrumb=list,有裝潢有陽台房間皆有窗有 955 人也在關注這間👀,有 955 人也在關注這間👀,"1,188萬",988,
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/2403AA?breadcrumb=list,☀宏國富邑兩房宏國富邑,新北市汐止區新台五路二段,大樓,30.6年,建坪 25.25,主 + 陽21.46,9樓/17樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/2403AA?breadcrumb=list,有裝潢有景觀有陽台有 608 人也在關注這間👀,有 608 人也在關注這間👀,"1,100萬","1,020",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/7365PG?breadcrumb=list,中平幸福溫馨兩房車位這一站幸福-微風...,新北市新莊區中平路,大樓,7.1年,建坪 38.8,主 + 陽21.52,7樓/11樓,2房2廳1衛1室,https://www.sinyi.com.tw/buy/house/7365PG?breadcrumb=list,有裝潢有景觀有陽台有 1135 人也在關注這間👀,有 1135 人也在關注這間👀,"2,498萬","2,258",塔式車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/0620PJ?breadcrumb=list,萬有公園邊間森活宅萬有花園廣場,新北市蘆洲區永樂街,華廈,30.7年,建坪 48.56,主 + 陽33.89,6樓/9樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/0620PJ?breadcrumb=list,有裝潢有景觀前後陽台有 681 人也在關注這間👀,有 681 人也在關注這間👀,"2,650萬","2,400",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/1948QS?breadcrumb=list,三峽鬧區·精裝美寓四房,新北市三峽區中正路一段,公寓,43.8年,建坪 30.53,主 + 陽30.53,4樓/4樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1948QS?breadcrumb=list,有裝潢有景觀有陽台有 1645 人也在關注這間👀,有 1645 人也在關注這間👀,"1,098萬",888,
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/8183SJ?breadcrumb=list,仁愛公園美裝三樓,新北市永和區永平路,公寓,52.0年,建坪 28.57,主 + 陽28.56,3樓/4樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8183SJ?breadcrumb=list,有裝潢有陽台房間皆有窗有 105 人也在關注這間👀,有 105 人也在關注這間👀,"1,880萬","1,713",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/7386KU?breadcrumb=list,低公設電梯三房車位,新北市蘆洲區長安街,華廈,30.9年,建坪 32.19,主 + 陽20.54,2樓/7樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7386KU?breadcrumb=list,前後陽台有陽台廁所開窗有 937 人也在關注這間👀,有 937 人也在關注這間👀,"1,688萬","1,588",坡道機械車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/4502CD?breadcrumb=list,蛇年運轉近海山站金城舞２,新北市土城區學士路,大樓,2.7年,建坪 23.72,主 + 陽10.59,11樓/19樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/4502CD?breadcrumb=list,有裝潢有陽台警衛管理有 240 人也在關注這間👀,有 240 人也在關注這間👀,"1,450萬","1,348",坡道平面車位
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/7963VN?breadcrumb=list,重陽首府觀景套房重陽首府,新北市三重區三和路三段,大樓,30.6年,建坪 10.73,主 + 陽7.83,13樓/13樓,1房1衛,https://www.sinyi.com.tw/buy/house/7963VN?breadcrumb=list,有裝潢有景觀有陽台有 2794 人也在關注這間👀,有 2794 人也在關注這間👀,825萬,720,
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/1817KM?breadcrumb=list,光華國小高樓電梯大三房中國海,新北市新莊區西盛街,大樓,33.0年,建坪 39.98,主 + 陽33.67,8樓/16樓,3房3廳2衛,https://www.sinyi.com.tw/buy/house/1817KM?breadcrumb=list,有裝潢前後陽台有陽台有 783 人也在關注這間👀,有 783 人也在關注這間👀,"1,860萬","1,720",
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/37556E?breadcrumb=list,僑星福華捷運美屋僑星福華,新北市新莊區建興街,大樓,16.1年,建坪 33.69,主 + 陽17.63,4樓/11樓,3房2廳2衛1室(含加蓋1房1室),https://www.sinyi.com.tw/buy/house/37556E?breadcrumb=list,有裝潢有景觀前後陽台有 763 人也在關注這間👀,有 763 人也在關注這間👀,"2,280萬","2,088",其他
2025_10_16 01_08_40,2,https://www.sinyi.com.tw//buy/house/8404ZF?breadcrumb=list,萬安街溫馨雅緻二樓,新北市新莊區萬安街,公寓,44.8年,建坪 24.55,主 + 陽24.55,2樓/5樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/8404ZF?breadcrumb=list,有裝潢有景觀近公園有 333 人也在關注這間👀,有 333 人也在關注這間👀,"1,388萬","1,280",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/0159TQ?breadcrumb=list,台科大小資美寓,新北市中和區華新街,公寓,46.0年,建坪 19.3,主 + 陽19.3,4樓/5樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/0159TQ?breadcrumb=list,前後陽台有陽台房間皆有窗有 987 人也在關注這間👀,有 987 人也在關注這間👀,"1,198萬",980,
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/1648BP?breadcrumb=list,淡大財庫。收租美三套房淡大財庫,新北市淡水區學府路,大樓,18.0年,建坪 19.51,主 + 陽13.05,6樓/14樓,3房1廳3衛,https://www.sinyi.com.tw/buy/house/1648BP?breadcrumb=list,有裝潢警衛管理具垃圾處理有 134 人也在關注這間👀,有 134 人也在關注這間👀,638萬,608,
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/4313XK?breadcrumb=list,店長推薦海山學區四房車位板橋世家,新北市板橋區民族路,大樓,27.0年,建坪 54.43,主 + 陽35.5,8樓/12樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/4313XK?breadcrumb=list,有裝潢有景觀有陽台有 719 人也在關注這間👀,有 719 人也在關注這間👀,"4,588萬","3,388",坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7659LV?breadcrumb=list,輕軌公園亮麗四房中和100,新北市新店區永安街,大樓,30.1年,建坪 37.1,主 + 陽29.69,10樓/13樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7659LV?breadcrumb=list,有裝潢前後陽台有陽台有 648 人也在關注這間👀,有 648 人也在關注這間👀,"2,058萬","1,788",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/2700CY?breadcrumb=list,重劃區。臻藏四房車位蘆紳堡,新北市蘆洲區長樂路,華廈,20.7年,建坪 50.84,主 + 陽27.7,4樓/10樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2700CY?breadcrumb=list,有裝潢有景觀有陽台有 349 人也在關注這間👀,有 349 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/5852MB?breadcrumb=list,府中站新寶天第好成家三房新寶天第,新北市板橋區四川路一段,大樓,30.0年,建坪 33.47,主 + 陽24.77,5樓/16樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5852MB?breadcrumb=list,前後陽台有陽台廁所開窗有 320 人也在關注這間👀,有 320 人也在關注這間👀,加入最愛,"2,158",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/3509KK?breadcrumb=list,比漾邊間兩面採光１房東家,新北市永和區保生路,套房,25.8年,建坪 18.12,主 + 陽11.58,12樓/26樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/3509KK?breadcrumb=list,有裝潢有景觀有陽台有 2399 人也在關注這間👀,有 2399 人也在關注這間👀,"1,488萬","1,388",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7704UX?breadcrumb=list,四季之旅綠景生活露臺兩房台北灣五期-四季...,新北市淡水區新市一路一段,大樓,9.0年,建坪 33.15,主 + 陽15.92,2樓/17樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7704UX?breadcrumb=list,有裝潢有景觀有陽台有 585 人也在關注這間👀,有 585 人也在關注這間👀,"1,280萬","1,168",坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/6236JS?breadcrumb=list,永翠漾兩衛平面車位,新北市板橋區香社一路,大樓,1.2年,建坪 31.53,主 + 陽16.39,7樓/15樓,1房2廳2衛,https://www.sinyi.com.tw/buy/house/6236JS?breadcrumb=list,毛胚屋前後陽台有陽台有 356 人也在關注這間👀,有 356 人也在關注這間👀,"2,188萬","1,980",坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/3087VK?breadcrumb=list,珍藏聯上匯翠高樓邊間三房聯上匯翠,新北市板橋區華江一路,大樓,4.5年,建坪 57.52,主 + 陽28.37,17樓/19樓,3房2廳2衛1室,https://www.sinyi.com.tw/buy/house/3087VK?breadcrumb=list,有景觀有陽台廁所開窗有 357 人也在關注這間👀,有 357 人也在關注這間👀,"4,550萬","4,080",坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7126QK?breadcrumb=list,近淡水行政中心站兩房車位W丰上,新北市淡水區中山北路三段,大樓,13.4年,建坪 33.44,主 + 陽17.89,9樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/7126QK?breadcrumb=list,有陽台警衛管理具垃圾處理有 1332 人也在關注這間👀,有 1332 人也在關注這間👀,"1,350萬","1,288",坡道平面車位
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/4267HT?breadcrumb=list,獨家～中山國中學區美玉,新北市板橋區介壽街,公寓,47.9年,建坪 31.68,主 + 陽31.68,4樓/4樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/4267HT?breadcrumb=list,有裝潢前後陽台有陽台有 316 人也在關注這間👀,有 316 人也在關注這間👀,"1,750萬","1,650",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7927YR?breadcrumb=list,前後陽台大空間電梯３房太陽村,新北市板橋區龍泉街,大樓,30.8年,建坪 37.2,主 + 陽27.84,2樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7927YR?breadcrumb=list,有裝潢前後陽台有陽台有 194 人也在關注這間👀,有 194 人也在關注這間👀,"1,990萬","1,890",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/0493QU?breadcrumb=list,淡水情歌‧謐靜‧兩房淡水情歌,新北市淡水區淡金路二段,大樓,17.1年,建坪 22.04,主 + 陽14.68,14樓/20樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/0493QU?breadcrumb=list,有景觀有陽台房間皆有窗有 3335 人也在關注這間👀,有 3335 人也在關注這間👀,968萬,918,
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7317UR?breadcrumb=list,景安高樓邊間大兩房維多利亞,新北市中和區復興路,大樓,29.8年,建坪 35.64,主 + 陽29.66,16樓/16樓,2房2廳2衛1室,https://www.sinyi.com.tw/buy/house/7317UR?breadcrumb=list,有裝潢有陽台廁所開窗有 270 人也在關注這間👀,有 270 人也在關注這間👀,加入最愛,"2,198",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/9646PR?breadcrumb=list,四面採光。臻藏三房,新北市蘆洲區長安街,華廈,20.8年,建坪 45.21,主 + 陽38.16,3樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9646PR?breadcrumb=list,前後陽台有陽台房間皆有窗有 808 人也在關注這間👀,有 808 人也在關注這間👀,"2,280萬","1,988",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/5234FB?breadcrumb=list,宏運成家美屋宏運廣場米蘭區,新北市新莊區中正路,大樓/套房,30.2年,建坪 18.6,主 + 陽14.58,6樓/14樓,1房2廳1衛,https://www.sinyi.com.tw/buy/house/5234FB?breadcrumb=list,有裝潢有陽台房間皆有窗有 1258 人也在關注這間👀,有 1258 人也在關注這間👀,"1,298萬","1,138",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/4120RX?breadcrumb=list,美滿特區美妝大空間,新北市汐止區原興路,大樓,31.5年,建坪 54.43,主 + 陽19.39,7樓/12樓,5房2廳2衛(含加蓋3房1廳1衛),https://www.sinyi.com.tw/buy/house/4120RX?breadcrumb=list,有陽台近公園近捷運有 367 人也在關注這間👀,有 367 人也在關注這間👀,"2,298萬","1,768",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/7005GP?breadcrumb=list,淡江大橋旁登瑞登峰三房登瑞登峰,新北市淡水區中正路一段,大樓,22.8年,建坪 56.88,主 + 陽40.68,9樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7005GP?breadcrumb=list,有裝潢有景觀前後陽台有 139 人也在關注這間👀,有 139 人也在關注這間👀,"2,568萬","2,358",
2025_10_16 01_08_44,3,https://www.sinyi.com.tw//buy/house/4446MJ?breadcrumb=list,土城捷運採光邊間三房,新北市土城區中華路二段,公寓,37.4年,建坪 31.74,主 + 陽29.47,5樓/5樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4446MJ?breadcrumb=list,有裝潢有景觀前後陽台有 1926 人也在關注這間👀,有 1926 人也在關注這間👀,"1,650萬","1,380",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/0637JX?breadcrumb=list,寶石典藏帝王採光四房車位寶石典藏家,新北市新莊區中平路,大樓,18.5年,建坪 76.54,主 + 陽40.51,14樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/0637JX?breadcrumb=list,有裝潢前後陽台有陽台有 658 人也在關注這間👀,有 658 人也在關注這間👀,"4,288萬","3,988",兩個以上車位
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/5105RV?breadcrumb=list,【主推】低總價電梯小資宅柯林頓,新北市三重區成功路,大樓,30.8年,建坪 35.16,主 + 陽29.64,3樓/12樓,2房2廳2衛1室,https://www.sinyi.com.tw/buy/house/5105RV?breadcrumb=list,房間皆有窗警衛管理具垃圾處理有 1760 人也在關注這間👀,有 1760 人也在關注這間👀,"1,980萬","1,680",
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/4408YU?breadcrumb=list,雙捷運景觀佳優質美妝屋皇普大道東,新北市中和區景平路,大樓/套房,29.0年,建坪 10.2,主建物8.77,8樓/22樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/4408YU?breadcrumb=list,有裝潢有景觀房間皆有窗有 2940 人也在關注這間👀,有 2940 人也在關注這間👀,820萬,758,
2025_10_16 01_08_48,4,https://www.sinyi.com.tw//buy/house/8025JP?breadcrumb=list,屋主讓利江南四房美屋台北灣三期-江南,新北市淡水區濱海路三段,大樓,11.3年,建坪 62.64,主 + 陽34.7,10樓/11樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/8025JP?breadcrumb=list,有裝潢有景觀有陽台有 175 人也在關注這間👀,有 175 人也在關注這間👀,"3,300萬","2,175",坡道平面車位
