抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,原始價格,目前價格,是否含車位價格,
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/8620WG?breadcrumb=list,【ＵＩ】高樓採光２房平車,高雄市楠梓區大學三十八街,大樓,1.1年,建坪 33.29,主 + 陽16.1,10樓/15樓,2房1廳2衛,https://www.sinyi.com.tw/buy/house/8620WG?breadcrumb=list,有景觀前後陽台有陽台有 397 人也在關注這間👀,有 397 人也在關注這間👀,"1,198萬","1,128",坡道平面車位
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/5521TV?breadcrumb=list,美麗島．新興南華商四透店,高雄市新興區南華路,店面/透天,74.6年,建坪 45.05,主建物42.07,1-2樓/2樓,2廳2衛,https://www.sinyi.com.tw/buy/house/5521TV?breadcrumb=list,有裝潢有陽台廁所開窗有 202 人也在關注這間👀,有 202 人也在關注這間👀,"2,380萬","1,990",
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/3223UF?breadcrumb=list,愛河雄女大三房頂洲建設,高雄市前金區五福三路,大樓,31.7年,建坪 32.5,主 + 陽26.85,10樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/3223UF?breadcrumb=list,有裝潢有景觀有陽台有 720 人也在關注這間👀,有 720 人也在關注這間👀,938萬,830,
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/4471LR?breadcrumb=list,明華採光四房平車天長地久,高雄市鼓山區明華路,大樓,30.7年,建坪 58.91,主 + 陽39.62,9樓/16樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/4471LR?breadcrumb=list,前後陽台有陽台廁所開窗有 787 人也在關注這間👀,有 787 人也在關注這間👀,"1,580萬","1,498",坡道平面車位
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/9080PT?breadcrumb=list,楠梓近藍田公園三房車位金革景湛,高雄市楠梓區藍田路,大樓,14.8年,建坪 40.4,主 + 陽24.28,10樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9080PT?breadcrumb=list,有裝潢有景觀有陽台有 793 人也在關注這間👀,有 793 人也在關注這間👀,"1,388萬","1,198",坡道機械車位
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/14966G?breadcrumb=list,富貴祥發校園旁美裝潢三房富貴祥發,高雄市鳳山區文衡路,大樓,32.9年,建坪 34.95,主 + 陽28.05,6樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/14966G?breadcrumb=list,房間皆有窗警衛管理花園有 1237 人也在關注這間👀,有 1237 人也在關注這間👀,"1,198萬",999,
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/58999U?breadcrumb=list,鼎山商圈高樓三房美居雙星報喜,高雄市三民區鼎華路,大樓,30.5年,建坪 26.45,主 + 陽20.96,15樓/19樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/58999U?breadcrumb=list,有裝潢有景觀房間皆有窗有 783 人也在關注這間👀,有 783 人也在關注這間👀,798萬,698,
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/5075VF?breadcrumb=list,近高大全新雙衛開窗附平車富旺微美居鉑金特...,高雄市楠梓區大學十九街,大樓,1.1年,建坪 36.92,主 + 陽19.55,2樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/5075VF?breadcrumb=list,有裝潢前後陽台有陽台有 364 人也在關注這間👀,有 364 人也在關注這間👀,"1,298萬","1,100",坡道平面車位
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/9084YM?breadcrumb=list,橋頭新市鎮．高樓三房平車水岸花園,高雄市橋頭區新東一街,大樓,5.6年,建坪 50.95,主 + 陽29.17,14樓/22樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9084YM?breadcrumb=list,有裝潢前後陽台有陽台有 92 人也在關注這間👀,有 92 人也在關注這間👀,"1,488萬","1,298",坡道平面車位
2025_10_15 23_12_31,1,https://www.sinyi.com.tw//buy/house/7652VV?breadcrumb=list,亞灣海景美宅平車繽海,高雄市苓雅區三多四路,大樓,1.9年,建坪 22.04,主 + 陽11.34,15樓/15樓,1房1廳1衛,https://www.sinyi.com.tw/buy/house/7652VV?breadcrumb=list,有裝潢廁所開窗警衛管理有 447 人也在關注這間👀,有 447 人也在關注這間👀,"1,166萬",998,坡道平面車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/49483A?breadcrumb=list,近科工館百立公園景觀四房,高雄市三民區九如一路,大樓,36.3年,建坪 56.39,主 + 陽41.74,9樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/49483A?breadcrumb=list,有裝潢有景觀前後陽台有 447 人也在關注這間👀,有 447 人也在關注這間👀,"1,698萬","1,498",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/0680FN?breadcrumb=list,農十六國王城堡Ａ１－９樓國王城堡,高雄市鼓山區龍德路,大樓,11.3年,建坪 149.46,主 + 陽85.49,9樓/36樓,1廳,https://www.sinyi.com.tw/buy/house/0680FN?breadcrumb=list,毛胚屋有景觀前後陽台有 188 人也在關注這間👀,有 188 人也在關注這間👀,"5,158萬","4,600",兩個以上車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/30611F?breadcrumb=list,天河高樓採光美宅天河,高雄市前金區市中一路,大樓,23.3年,建坪 23.3,主 + 陽16.11,18樓/22樓,1房1廳1衛1室,https://www.sinyi.com.tw/buy/house/30611F?breadcrumb=list,有裝潢有景觀前後陽台有 418 人也在關注這間👀,有 418 人也在關注這間👀,788萬,730,
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/4412TB?breadcrumb=list,亞灣高樓邊間採光三房車位愛上悅讀,高雄市苓雅區光明街,大樓,18.5年,建坪 39.66,主 + 陽24.98,13樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4412TB?breadcrumb=list,有裝潢有景觀前後陽台有 816 人也在關注這間👀,有 816 人也在關注這間👀,"1,580萬","1,400",坡道機械車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/7851SX?breadcrumb=list,農十六皇苑世紀館稀有景觀皇苑世紀館,高雄市鼓山區龍勝路,大樓,10.0年,建坪 149.39,主 + 陽87.9,4樓/28樓,3房2廳4衛,https://www.sinyi.com.tw/buy/house/7851SX?breadcrumb=list,有裝潢有景觀前後陽台有 562 人也在關注這間👀,有 562 人也在關注這間👀,"8,888萬","8,180",兩個以上車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/0693LK?breadcrumb=list,決心處理高鐵頂奢三房平車LeMore站前...,高雄市左營區文府路,大樓,10.4年,建坪 69.58,主 + 陽37.69,6樓/15樓,3房2廳2衛2室,https://www.sinyi.com.tw/buy/house/0693LK?breadcrumb=list,有裝潢有景觀前後陽台有 480 人也在關注這間👀,有 480 人也在關注這間👀,"3,228萬","2,888",坡道平面車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/0499CG?breadcrumb=list,忠勇新城三面採光四房忠勇新城,高雄市三民區鼎勇街,華廈,30.3年,建坪 47.94,主 + 陽36.25,10樓/10樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/0499CG?breadcrumb=list,有裝潢前後陽台有陽台有 658 人也在關注這間👀,有 658 人也在關注這間👀,"1,380萬","1,080",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/86319U?breadcrumb=list,大順輕軌站前採光三房光之艷,高雄市三民區大順二路,大樓,19.3年,建坪 34.51,主 + 陽24.5,14樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/86319U?breadcrumb=list,有裝潢有景觀有陽台有 716 人也在關注這間👀,有 716 人也在關注這間👀,"1,280萬","1,088",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/5700WK?breadcrumb=list,河堤商圈採光美三房弘揚牽手,高雄市三民區民族一路,大樓,29.3年,建坪 27.04,主 + 陽20.63,4樓/23樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5700WK?breadcrumb=list,前後陽台有陽台廁所開窗有 2979 人也在關注這間👀,有 2979 人也在關注這間👀,738萬,698,
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/7746RF?breadcrumb=list,慶旺文化馥御景觀雙平車,高雄市前鎮區和平二路,大樓,1.0年,建坪 66.39,主 + 陽34.42,8樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7746RF?breadcrumb=list,有景觀前後陽台有陽台有 1029 人也在關注這間👀,有 1029 人也在關注這間👀,"3,280萬","2,990",兩個以上車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/7048HV?breadcrumb=list,河畔首排採光通透大四房中崙國宅第三,高雄市鳳山區中崙二路,華廈,29.7年,建坪 42.02,主 + 陽31.63,4樓/7樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7048HV?breadcrumb=list,有裝潢廁所開窗房間皆有窗有 1441 人也在關注這間👀,有 1441 人也在關注這間👀,960萬,798,
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/2648PX?breadcrumb=list,美術正景・首席４房３車位觀美術,高雄市鼓山區明誠四路,大樓,19.9年,建坪 90.8,主 + 陽45.89,6樓/20樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/2648PX?breadcrumb=list,有裝潢有景觀前後陽台有 1357 人也在關注這間👀,有 1357 人也在關注這間👀,"4,088萬","3,280",兩個以上車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/8928FC?breadcrumb=list,巨蛋核心城全屋裝潢三房GIGA巨蛋核心...,高雄市鼓山區文信路,大樓,10.1年,建坪 40.01,主 + 陽25.03,2樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/8928FC?breadcrumb=list,有裝潢有陽台廁所開窗有 910 人也在關注這間👀,有 910 人也在關注這間👀,"1,768萬","1,658",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/3065RY?breadcrumb=list,明亮採光校園景觀‧大四房白金漢宮,高雄市左營區大中二路,大樓,27.2年,建坪 44.28,主 + 陽33.48,19樓/22樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/3065RY?breadcrumb=list,有景觀前後陽台有陽台有 5 人也在關注這間👀,有 5 人也在關注這間👀,加入最愛,"1,088",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/8970BY?breadcrumb=list,永恆鳳凰邊間大兩房永恆鳳凰,高雄市前金區永恆街,大樓,21.2年,建坪 23.98,主 + 陽18.77,8樓/13樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/8970BY?breadcrumb=list,有裝潢有陽台廁所開窗有 467 人也在關注這間👀,有 467 人也在關注這間👀,"1,280萬","1,186",
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/1346QT?breadcrumb=list,便宜近瑞豐採光明亮大三房聖羅蘭藝術伯爵,高雄市鼓山區華泰路,大樓,35.1年,建坪 41.53,主 + 陽33.44,6樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/1346QT?breadcrumb=list,有裝潢前後陽台有陽台有 1430 人也在關注這間👀,有 1430 人也在關注這間👀,"1,088萬",918,
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/21012M?breadcrumb=list,陽光暖心典雅高樓兩房車位陽光情人,高雄市前鎮區鄭和南路,大樓,19.8年,建坪 27.46,主 + 陽16.09,11樓/15樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/21012M?breadcrumb=list,有裝潢有陽台房間皆有窗有 61 人也在關注這間👀,有 61 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/2189JC?breadcrumb=list,愛河戀景觀採光三房車位愛河戀B區,高雄市三民區力行路,大樓,20.9年,建坪 30.18,主 + 陽18.78,5樓/14樓,3房2廳1衛,https://www.sinyi.com.tw/buy/house/2189JC?breadcrumb=list,有裝潢前後陽台有陽台有 37 人也在關注這間👀,有 37 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/7988RJ?breadcrumb=list,龍騰鑫市鎮三房平車鑫市鎮,高雄市橋頭區經武路,大樓,4.7年,建坪 35.54,主 + 陽17.15,13樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7988RJ?breadcrumb=list,有景觀有陽台警衛管理有 203 人也在關注這間👀,有 203 人也在關注這間👀,"1,228萬","1,088",坡道平面車位
2025_10_15 23_12_39,2,https://www.sinyi.com.tw//buy/house/1361VJ?breadcrumb=list,太子雲高樓裝潢二房平車太子雲C區-大樓...,高雄市仁武區霞海中街,大樓,6.9年,建坪 41.01,主 + 陽20.72,12樓/13樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/1361VJ?breadcrumb=list,有裝潢有景觀前後陽台有 455 人也在關注這間👀,有 455 人也在關注這間👀,"1,498萬","1,398",坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/2896RK?breadcrumb=list,巨蛋瑞豐蓮潭景觀三房車位都市麗晶,高雄市鼓山區華豐街,大樓,23.3年,建坪 38.91,主 + 陽24.95,11樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/2896RK?breadcrumb=list,有裝潢有景觀前後陽台有 669 人也在關注這間👀,有 669 人也在關注這間👀,"1,488萬","1,280",坡道機械車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/0617YF?breadcrumb=list,公園書香靜謐境配平車公園圖書館,高雄市前鎮區武慶一路,華廈,29.8年,建坪 52.08,主 + 陽34.26,8樓/10樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0617YF?breadcrumb=list,有裝潢有景觀前後陽台有 1089 人也在關注這間👀,有 1089 人也在關注這間👀,"1,480萬","1,280",坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/0184DZ?breadcrumb=list,太普明日站美裝潢二房車位太普明日站,高雄市三民區通化街,大樓,7.3年,建坪 39.16,主 + 陽20.77,4樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/0184DZ?breadcrumb=list,有裝潢有景觀有陽台有 11 人也在關注這間👀,有 11 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/2013YG?breadcrumb=list,五甲公園雙衛開窗三房車位捷市旅,高雄市前鎮區瑞南街,大樓,14.8年,建坪 39.64,主 + 陽23.84,2樓/15樓,3房1廳2衛,https://www.sinyi.com.tw/buy/house/2013YG?breadcrumb=list,有裝潢有景觀有陽台有 1283 人也在關注這間👀,有 1283 人也在關注這間👀,"1,486萬","1,290",坡道機械車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/9067MY?breadcrumb=list,傳奇ＩＩ邊間２５樓頂奢宅興富發~國王傳奇...,高雄市鼓山區美術北三路,大樓,10.4年,建坪 91.18,主 + 陽48.2,25樓/25樓,1廳2衛,https://www.sinyi.com.tw/buy/house/9067MY?breadcrumb=list,有裝潢毛胚屋有景觀有 18 人也在關注這間👀,有 18 人也在關注這間👀,(含車位價),加入最愛,兩個以上車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/6224MH?breadcrumb=list,新灣區高樓美景三房國賓家祉華厦,高雄市前金區河東路,大樓,43.9年,建坪 24.81,主 + 陽24.81,11樓/12樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/6224MH?breadcrumb=list,有裝潢有景觀前後陽台有 183 人也在關注這間👀,有 183 人也在關注這間👀,798萬,747,
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/0876GB?breadcrumb=list,稀有國家藝術廣場高樓四房,高雄市前鎮區長江街,大樓,34.6年,建坪 55.24,主 + 陽39.51,15樓/24樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/0876GB?breadcrumb=list,有裝潢有景觀前後陽台有 52 人也在關注這間👀,有 52 人也在關注這間👀,"1,490萬","1,350",
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/74353M?breadcrumb=list,生活大亨三房車位學區宅生活大亨,高雄市左營區重愛路,大樓,26.6年,建坪 38.1,主 + 陽25.28,6樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/74353M?breadcrumb=list,前後陽台有陽台房間皆有窗有 1598 人也在關注這間👀,有 1598 人也在關注這間👀,"1,100萬",988,坡道機械車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/4310KX?breadcrumb=list,勇敢出價高大兩房雙衛開窗水丰林,高雄市楠梓區高雄大學路,大樓,10.7年,建坪 33.48,主 + 陽19.72,4樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/4310KX?breadcrumb=list,有裝潢前後陽台有陽台有 166 人也在關注這間👀,有 166 人也在關注這間👀,988萬,938,
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/7997BV?breadcrumb=list,一層一戶大四房車位,高雄市新興區信守街,華廈,40.0年,建坪 73.78,主 + 陽55.23,2樓/7樓,4房2廳3衛1室,https://www.sinyi.com.tw/buy/house/7997BV?breadcrumb=list,有裝潢前後陽台有陽台有 563 人也在關注這間👀,有 563 人也在關注這間👀,"2,468萬","2,188",升降平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/8510XY?breadcrumb=list,福山面公園景觀三房車位茵茲堡B,高雄市左營區文慈路,大樓,30.2年,建坪 41.41,主 + 陽24.85,3樓/13樓,3房2廳2衛(含加蓋1廳),https://www.sinyi.com.tw/buy/house/8510XY?breadcrumb=list,有裝潢有景觀前後陽台有 153 人也在關注這間👀,有 153 人也在關注這間👀,(含車位價),加入最愛,坡道機械車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/4998JK?breadcrumb=list,欣灣時代★四房平車御邸欣灣時代,高雄市前鎮區復興三路,大樓,7.0年,建坪 86.97,主 + 陽54.27,3樓/29樓,4房2廳3衛,https://www.sinyi.com.tw/buy/house/4998JK?breadcrumb=list,有裝潢前後陽台有陽台有 70 人也在關注這間👀,有 70 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/6345ZL?breadcrumb=list,輕軌靜謐境．平車宅輕軌線上,高雄市前鎮區武德街,大樓,9.2年,建坪 41.68,主 + 陽22.37,2樓/15樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/6345ZL?breadcrumb=list,有裝潢有陽台廁所開窗有 1799 人也在關注這間👀,有 1799 人也在關注這間👀,"1,650萬","1,388",坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/1244QR?breadcrumb=list,店長推薦★高鐵四房雙車位快樂弘揚,高雄市左營區文府路,大樓,27.9年,建坪 48.02,主 + 陽32.26,14樓/14樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1244QR?breadcrumb=list,有裝潢有景觀前後陽台有 826 人也在關注這間👀,有 826 人也在關注這間👀,"1,480萬","1,258",兩個以上車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/7149NY?breadcrumb=list,專．公教大樓．大四房,高雄市楠梓區楠梓路,華廈,30.9年,建坪 51.71,主 + 陽37.32,7樓/7樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/7149NY?breadcrumb=list,警衛管理具垃圾處理花園有 1477 人也在關注這間👀,有 1477 人也在關注這間👀,"1,068萬",818,
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/0509LU?breadcrumb=list,福懋精硯高樓寬敞雙平車福懋精硯,高雄市新興區五福二路,大樓,13.5年,建坪 94.61,主 + 陽55.29,9樓/15樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/0509LU?breadcrumb=list,前後陽台有陽台廁所開窗有 1288 人也在關注這間👀,有 1288 人也在關注這間👀,"3,380萬","2,880",兩個以上車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/9618GB?breadcrumb=list,京城鉅誕高樓面景豪邸京城鉅誕,高雄市左營區新榮街,大樓,11.3年,建坪 88.95,主 + 陽50.12,20樓/28樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/9618GB?breadcrumb=list,有裝潢前後陽台有陽台有 64 人也在關注這間👀,有 64 人也在關注這間👀,(含車位價),加入最愛,坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/5052TD?breadcrumb=list,陽明商圈永信建設三房平車卡第亞,高雄市三民區義華路,大樓,24.6年,建坪 40.49,主 + 陽24.99,3樓/14樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/5052TD?breadcrumb=list,有裝潢前後陽台有陽台有 2322 人也在關注這間👀,有 2322 人也在關注這間👀,"1,280萬","1,088",坡道平面車位
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/3711AQ?breadcrumb=list,成家首選悠遊正２房,高雄市小港區宏平路,大樓,11.0年,建坪 28.13,主 + 陽19.27,3樓/18樓,2房2廳1衛,https://www.sinyi.com.tw/buy/house/3711AQ?breadcrumb=list,有裝潢有陽台房間皆有窗有 472 人也在關注這間👀,有 472 人也在關注這間👀,888萬,788,
2025_10_15 23_12_44,3,https://www.sinyi.com.tw//buy/house/0410JL?breadcrumb=list,成家首選兩房28行館,高雄市仁武區京吉五路,大樓,8.0年,建坪 29.73,主 + 陽19.37,8樓/15樓,2房1廳1衛,https://www.sinyi.com.tw/buy/house/0410JL?breadcrumb=list,有裝潢有景觀警衛管理有 810 人也在關注這間👀,有 810 人也在關注這間👀,"1,088萬",888,
2025_10_15 23_12_51,4,https://www.sinyi.com.tw//buy/house/4975UL?breadcrumb=list,衛武營明亮三房好成家,高雄市鳳山區新樂街,華廈,32.9年,建坪 33.44,主 + 陽26.73,6樓/8樓,3房2廳2衛,https://www.sinyi.com.tw/buy/house/4975UL?breadcrumb=list,有裝潢前後陽台有陽台有 982 人也在關注這間👀,有 982 人也在關注這間👀,798萬,728,
2025_10_15 23_12_51,4,https://www.sinyi.com.tw//buy/house/9100MD?breadcrumb=list,中都映象｜綠海精裝美邸樹禾苑,高雄市三民區美都路,大樓,2.2年,建坪 44.94,主 + 陽23.22,16樓/24樓,2房2廳2衛,https://www.sinyi.com.tw/buy/house/9100MD?breadcrumb=list,有裝潢有景觀有陽台有 429 人也在關注這間👀,有 429 人也在關注這間👀,"2,350萬","1,998",坡道平面車位
2025_10_15 23_12_51,4,https://www.sinyi.com.tw//buy/house/1633TR?breadcrumb=list,武廟商圈高樓質感四房平車ABC國際別墅大...,高雄市苓雅區正言路,大樓,36.0年,建坪 72.24,主 + 陽49.15,10樓/16樓,4房2廳2衛,https://www.sinyi.com.tw/buy/house/1633TR?breadcrumb=list,有裝潢有景觀前後陽台有 82 人也在關注這間👀,有 82 人也在關注這間👀,"1,780萬","1,680",坡道平面車位
